# Species	Genes	Alg.-Conn.	babesia_bigemina_protein.faa	babesia_bovis_T2Bo_protein.faa	babesia_microti_strain_RI_protein.faa	babesia_ovata_protein.faa	babesia_sp._Xinjiang_protein.faa	besnoitia_besnoiti_protein.faa	cryptosporidium_felis_protein.faa	cryptosporidium_hominis_TU502_protein.faa	cryptosporidium_muris_RN66_protein.faa	cryptosporidium_parvum_Iowa_II_protein.faa	cryptosporidium_ubiquitum_protein.faa	eimeria_acervulina_protein.faa	eimeria_brunetti_protein.faa	eimeria_maxima_protein.faa	eimeria_mitis_protein.faa	eimeria_necatrix_protein.faa	eimeria_praecox_protein.faa	eimeria_tenella_protein.faa	gregarina_niphandrodes_protein.faa	neospora_caninum_Liverpool_protein.faa	plasmodium_berghei_ANKA_protein.faa	plasmodium_chabaudi_protein.faa	plasmodium_coatneyi_protein.faa	plasmodium_cynomolgi_protein.faa	plasmodium_falciparum_protein.faa	plasmodium_fragile_protein.faa	plasmodium_gaboni_protein.faa	plasmodium_gallinaceum_protein.faa	plasmodium_inui_San_Antonio_1_protein.faa	plasmodium_knowlesi_protein.faa	plasmodium_malariae_protein.faa	plasmodium_reichenowi_protein.faa	plasmodium_relictum_protein.faa	plasmodium_sp._gorilla_clade_G2_protein.faa	plasmodium_vinckei_protein.faa	plasmodium_vivax_protein.faa	plasmodium_yoelii_protein.faa	porospora_cf._gigantea_A_protein.faa	porospora_cf._gigantea_B_protein.faa	theileria_annulata_protein.faa	theileria_equi_strain_WA_protein.faa	theileria_orientalis_strain_Shintoku_protein.faa	theileria_parva_strain_Muguga_protein.faa	toxoplasma_gondii_ME49_protein.faa	type	number_of_genoms	number_of_proteins	number_of_genus	function
42	42	0.0258	CDR95169.1	EDO06276.1	SIO73810.1	GBE61615.1	ORM40655.1	PFH32742.1	KAF7457491.1	EAL35626.1	EEA08481.1	EAK88648.1	OII71382.1	CDI84544.1	CDJ54036.1	CDJ58711.1	CDJ32408.1	CDJ64955.1	*	CDJ41337.1	EZG61391.1	CBZ52531.1	VUC57225.1	CDR14877.1	ANQ08748.1	GAB66888.1	CAX63967.1	KJP87174.1	KYO02374.1	CRG97958.1	EUD68301.1	CAA9988659.1	SCN44830.1	KYO01580.1	CRH00485.1	SOV11745.1	VEV57937.1	EDL44051.1	VTZ80159.1	KAH0475485.1	KAH0487923.1	CAI76317.1	AFZ81129.1	*	EAN31624.2	EPT30309.1	full_gca_44	42	42	10	zinc finger protein, putative
26	27	0.26	*	*	*	*	*	PFH32064.1	*	*	*	*	*	CDI84483.1	CDJ48916.1	CDJ58264.1	*	CDJ66092.1	CDI85862.1	CDJ41422.1	*	CBZ51173.1	VUC58501.1	CDR16917.1	ANQ11099.1	GAB69122.1	CZT99452.1	KJP88065.1,KJP88066.1	KYN98094.1	CRG96930.1	EUD66009.1	CAA9991082.1	SCP03576.1	KYN95399.1	CRH02715.1	SOV16941.1	VEV59216.1	EDL47654.1	VTZ81773.1	*	*	*	*	*	*	EPT28001.1	full_gca_44	26	27	5	macrophage migration inhibitory factor, putative
27	30	0.227	CDR96207.1	EDO05170.1	CTQ40611.1	*	*	PFH37492.1,PFH38217.1	*	*	*	*	*	*	*	*	*	*	*	CDJ41714.1	*	CBZ56089.1,CBZ55739.1	VUC55646.1	CDR12025.1	ANQ08129.1	GAB66657.1	CZT99047.1	KJP90273.1	KYN99019.1	CRG96434.1	EUD67231.1	CAA9988407.1	SCN12900.1	KYN96720.1	CRH00255.1	SOV15973.1	VEV56557.1	EDL45770.1	VTZ78311.1	*	*	*	EKX73565.1	BAM40650.1	EAN33136.2	EPT24665.1,EPT24950.1	full_gca_44	27	30	7	membrane protein, putative
37	37	0.00958	CDR96591.1	EDO07862.1	CCF75975.1	GBE59356.1	ORM41136.1	PFH38649.1	*	*	EEA08191.1	*	*	CDI79208.1	CDJ51084.1	CDJ60272.1	CDJ33487.1	CDJ65282.1	CDI76174.1	CDJ41520.1	*	CBZ53380.1	VUC55772.1	CDS47231.1	ANQ08060.1	GAB66527.1	CZT98913.1	KJP85017.1	KYN98892.1	CRG96300.1	EUD65391.1	CAA9988277.1	SCN12771.1	KYN96584.1	CRH00121.1	SOV15712.1	VEV56421.1	EDL45640.1	VTZ78441.1	*	*	CAI73118.1	EKX74140.1	BAM39474.1	EAN34214.1	EPT28941.1	full_gca_44	37	37	8	hypothetical protein, conserved
22	22	0.113	*	*	CCF76042.1	GBE62724.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC57881.1	CDR15926.1	ANQ09924.1	*	CAX64333.1	KJP86341.1	KYN97139.1	CRG95067.1	EUD67660.1	CAA9989976.1	SCO93698.1	KYN94785.1	CRH01731.1	SOV17979.1	VEV58584.1	EDL44416.1	VTZ80919.1	*	*	CAI76022.1	EKX73119.1	BAM40798.1	EAN30664.2	*	full_gca_44	22	22	3	DNA replication complex GINS protein, putative
32	32	0.0824	CDR96373.1	EDO07712.1	SIO73528.1	*	*	PFH32808.1	*	*	EEA07324.1	EAZ51218.1	OII72716.1	CDI79041.1	CDJ49097.1	CDJ56061.1	*	*	*	*	EZG67376.1	CBZ52472.1	VUC54858.1	CDR11758.1	*	GAB64836.1	CAD50956.1	*	KYO01346.1	CRG93136.1	*	CAA9986587.1	SBT86316.1	KYO00513.1	CRH03000.1	SOV13145.1	VEV55562.1	EDL43085.1	VTZ75496.1	KAH0482749.1	KAH0488388.1	CAI75913.1	EKX73236.1	*	EAN30536.2	EPT30237.1	full_gca_44	32	32	10	Ham1-like protein, putative
24	25	0.135	CDR97043.1	EDO08083.1	CCF73821.1	GBE59108.1	ORM41889.1	PFH38617.1	KAF7459357.1	EAL37632.1	EEA05907.1	EAK87945.1	OII72019.1	CDI83255.1	CDJ52253.1	CDJ59339.1	CDJ35743.1,CDJ36214.1	CDJ64850.1	CDI85786.1	CDJ39037.1	*	CBZ53408.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	CAI74553.1	AFZ79324.1	BAM40160.1	EAN32716.1	EPT28908.1	full_gca_44	24	25	7	thiF family domain-containing protein, putative
32	32	0.0101	CDR93844.1	EDO08601.1	SIO73422.1	GBE60992.1	*	*	KAF7458405.1	*	EEA06408.1	EAK88936.1	OII72516.1	*	CDJ47510.1	*	*	CDJ62119.1	*	*	*	CBZ50331.1	VUC56068.1	CDU21555.1	ANQ06292.1	GAB64758.1	CAB62871.1	KJP87048.1	KYO02802.1	CRG98165.1	EUD65049.1	CAA9986503.1	SBT86242.1	KYO02075.1	CRG98581.1	SOV11285.1	VEV55914.1	EDL43601.1	VTZ78820.1	*	*	CAI74880.1	AFZ78979.1	BAM39810.1	EAN32382.1	*	full_gca_44	32	32	6	molecular chaperone DnaJ
43	43	0.0946	CDR96649.1	EDO08398.1	CCF75592.1	GBE58711.1	ORM40218.1	PFH31625.1	KAF7455846.1	EAL35806.1	EEA06126.1	EAK87744.1	OII72204.1	*	CDJ46265.1	CDJ59148.1	CDJ27815.1	CDJ68623.1	CDI86997.1	CDJ37033.1	EZG63417.1	CBZ49664.1	VUC54724.1	CDR11563.1	ANQ06434.1	GAB68273.1	CZT99224.1	KJP88254.1	KYN97878.1	CRG95945.1	EUD65190.1	CAA9990099.1	SCP02515.1	KYN95172.1	CRH03692.1	SOV16535.1	VEV55430.1	EDL46809.1	VTZ75228.1	KAH0474047.1	KAH0480169.1	CAI76749.1	AFZ81582.1	BAM41807.1	EAN32092.1	EPT32580.1	full_gca_44	43	43	10	eukaryotic translation initiation factor 3 subunit 8, putative
27	30	0.265	*	*	*	*	*	PFH36716.1,PFH36714.1	KAF7456592.1	EAL38068.1	EEA04762.1	EAK89216.1	OII72885.1	*	*	*	*	CDJ68203.1	*	CDJ41241.1	EZG86032.1	CBZ54378.1	VUC54780.1	CDR11646.1	ANQ06639.1	GAB68332.1	CZT99282.1	KJP84730.1	*	CRG95887.1	EUD66516.1	CAA9989672.1,CAA9990159.1	SCP02573.1	KYN95233.1	CRH03768.1	SOV16671.1	VEV55484.1	EDL46866.1	VTZ75340.1	*	*	*	*	*	*	EPT27681.1,EPT27682.1	full_gca_44	27	30	7	glutathione peroxidase-like thioredoxin peroxidase, putative
39	39	0.00373	CDR95293.1	EDO06356.1	SIO73183.1	GBE61500.1	ORM40748.1	PFH37573.1	KAF7458852.1	EAL35165.1	EEA04808.1	EAK88014.1	OII75471.1	CDI84177.1	*	*	CDJ31415.1	*	*	CDJ43467.1	EZG61150.1	CBZ55661.1	VUC56915.1	CDR14425.1	ANQ07827.1	GAB65966.1	CZT98282.1	KJP87780.1	KYN99409.1	CRG94091.1	EUD67537.1	CAA9987664.1	SCN12067.1	KYN97480.1	CRG99585.1	SOV14570.1	VEV57624.1	EDL44614.1	VTZ79849.1	KAH0483077.1	*	CAI76213.1	AFZ81009.1	BAM42371.1	EAN31513.1	EPT24579.1	full_gca_44	39	39	10	N-acetyltransferase, putative
35	35	0.00524	CDR97624.1	EDO07057.1	SJK86657.1	GBE62305.1	ORM40264.1	PFH36342.1	*	*	*	*	*	CDJ26827.1	CDJ49084.1	CDJ58467.1	CDJ27066.1	CDJ64745.1	CDI75182.1	CDJ43214.1	*	CBZ51888.1	VUC58529.1	CDR16956.1	ANQ10962.1	*	CZT99480.1	KJP88745.1	KYN98120.1	CRG96958.1	EUD66036.1	CAA9991111.1	SCP03604.1	KYN95428.1	CRH02748.1	SOV16968.1	VEV59244.1	EDL44130.1	VTZ81801.1	*	*	CAI75427.1	EKX72581.1	BAM41384.1	EAN30941.2	EPT30689.1	full_gca_44	35	35	7	60 kDa chaperonin, putative
33	33	0.0957	CDR96422.1	EDO07749.1	SJK86230.1	GBE59510.1	ORM42214.1	PFH33842.1	*	*	EEA06249.1	*	*	CDI79074.1	*	*	*	*	*	*	EZG89041.1	CBZ50016.1	VUC58292.1	CDR16614.1	ANQ10030.1	GAB68912.1	CAD51232.1	KJP85584.1	KYO00736.1	CRG97642.1	EUD68938.1	CAA9990858.1	SCP03363.1	KYN99232.1	CRH02502.1	SOV13613.1	VEV59008.1	EDL47448.1	VTZ81564.1	KAH0488078.1	KAH0473772.1	*	EKX73268.1	BAM40951.1	EAN30496.2	EPT31974.1	full_gca_44	33	33	10	DNA/RNA-binding protein Alba 1, putative
35	38	0.125	CDR95125.1	EDO06216.1,EDO06240.1,EDO06246.1	SIO73827.1	GBE61654.1,GBE61657.1	ORM41423.1	PFH37077.1	KAF7459211.1	*	EEA07291.1	EAZ51432.1	*	CDI76664.1	*	CDJ56307.1	*	*	*	CDJ40909.1	*	CBZ54757.1	VUC57251.1	CDR14916.1	ANQ08498.1	GAB66862.1	CAX63975.1	KJP87534.1	KYO02402.1	CRG92975.1	EUD68327.1	CAA9988629.1	SCN44775.1	KYO01606.1	CRH00458.1	SOV11792.1	VEV57963.1	EDL44024.1	VTZ80185.1	*	*	CAI76350.1	AFZ81159.1	BAM42225.1	EAN31655.1	EPT26517.1	full_gca_44	35	38	8	bis(5'-nucleosyl)-tetraphosphatase [asymmetrical], putative
40	40	0.0668	CDR96122.1	EDO05187.1	CTQ41502.1	GBE62630.1	*	PFH35157.1	KAF7456081.1	*	EEA06148.1	EAK87645.1	OII72276.1	CDI84245.1	CDJ45793.1	CDJ56476.1	CDJ29362.1	CDJ66165.1	*	CDJ41944.1	EZG43595.1	CBZ54243.1	VUC56666.1	CDR14003.1	ANQ09164.1	GAB67303.1	CAG25069.1	KJP85776.1	KYO01951.1	CRG93832.1	EUD68568.1	CAA9989070.1	SCO93129.1	KYO01136.1	CRH00882.1	SOV12665.1	VEV57372.1	EDL46538.1	VTZ79532.1	*	KAH0486934.1	CAI73989.1	AFZ80581.1	BAM38562.1	EAN33281.1	EPT27112.1	full_gca_44	40	40	10	poly(A) polymerase PAP, putative
34	34	0.139	*	EDO05846.1	SIO73298.1	*	ORM41339.1	PFH36686.1	KAF7458109.1	*	EEA06775.1	*	OII74998.1	*	*	*	*	CDJ68277.1	*	CDJ43666.1	EZG61129.1	CBZ50902.1	VUC54945.1	CDS47520.1	ANQ06881.1	GAB65106.1	CAD51086.1	KJP89512.1	KYO00873.1	CRG93515.1	EUD64310.1	CAA9990268.1	SBT87309.1	KYN99375.1	CRH03754.1	SOV13835.1	VEV55641.1	EDL45147.1	VTZ76221.1	KAH0483164.1	KAH0484747.1	*	EKX72847.1	BAM41186.1	EAN31141.2	EPT27712.1	full_gca_44	34	34	10	conserved Plasmodium protein, unknown function
23	23	0.196	*	*	CCF75290.1	*	*	PFH35392.1	*	*	EEA04786.1	*	*	*	*	*	*	*	*	*	*	CBZ50130.1	VUC55603.1	CDR11962.1	ANQ08241.1	GAB66699.1	CZT99091.1	KJP85870.1	KYN99062.1	CRG96478.1	EUD67274.1	CAA9988450.1	SCN12943.1	KYN96764.1	CRH00299.1	SOV16065.1	VEV56600.1	EDL45814.1	VTZ78268.1	*	*	*	*	BAM40964.1	*	EPT32112.1	full_gca_44	23	23	7	conserved Plasmodium protein, unknown function
36	36	0.0101	CDR97604.1	EDO07077.1	CCF75718.2	GBE62325.1	ORM40312.1	PFH36982.1	*	*	EEA05245.1	*	*	CDI76092.1	CDJ46326.1	CDJ60253.1	CDJ28700.1	CDJ69818.1	*	CDJ37209.1	EZG45093.1	*	VUC54595.1	CDS46030.1	ANQ07013.1	GAB65555.1	CZT98601.1	KJP86570.1	KYN99724.1	CRG97360.1	EUD66140.1	CAA9987246.1	SCN45207.1	KYN97797.1	CRG99207.1	SOV15218.1	VEV55302.1	EDL42402.1	VTZ74390.1	*	*	CAI75445.1	EKX73039.1	BAM41353.1	EAN30965.2	EPT26433.1	full_gca_44	36	36	8	flavoprotein subunit of succinate dehydrogenase, putative
39	40	0.238	CDR96466.1	EDO07784.1	CCF75313.2	GBE59472.1	ORM41188.1	PFH35539.1	KAF7455904.1	EAL38332.1	EEA06748.1	EAK90394.1	OII74973.1	*	*	*	*	CDJ65646.1	*	CDJ42926.1	EZG56154.1	CBZ53989.1	VUC54876.1	CDR11786.1	ANQ06144.1	GAB64853.1	CAD50973.1	KJP87861.1	KYO01365.1	CRG94449.1	EUD65258.1	CAA9986605.1	SBT86334.1	KYO00531.1	CRH02982.1	SOV13180.1	VEV55580.1	EDL43072.1	VTZ75532.1	KAH0478418.1	KAH0479146.1,KAH0479147.1	CAI75826.1	EKX73397.1	BAM40989.1	EAN31321.1	EPT28251.1	full_gca_44	39	40	10	U3 small nucleolar RNA-associated protein 7, putative
29	29	0.0165	CDR97618.1	EDO07064.1	CCF72703.1	GBE62312.1	ORM40293.1	PFH37574.1	*	*	*	*	*	*	*	*	*	*	*	*	*	CBZ55660.1	VUC54809.1	CDR11690.1	ANQ06136.1	GAB64782.1	CAB62894.1	KJP87023.1	KYO02826.1	CRG98189.1	EUD65072.1	CAA9986527.1	SBT86266.1	KYO02100.1	CRG98605.1	SOV11366.1	VEV55513.1	EDL43574.1	VTZ75398.1	*	*	CAI73587.1	AFZ79987.1	BAM38985.1	EAN33742.1	EPT24578.1	full_gca_44	29	29	6	mitochondrial ribosomal protein S12 precursor, putative
41	41	0.121	CDR94353.1	EDO07264.1	SJK86644.1	*	ORM39560.1	PFH38095.1	KAF7455901.1	EAL38329.1	EEA06745.1	EAK90640.1	OII74970.1	CDI81302.1	CDJ49284.1	CDJ56301.1	*	CDJ65899.1	CDI74584.1	CDJ42845.1	*	CBZ56121.1	VUC55684.1	CDS47434.1	ANQ08323.1	GAB66615.1	CZT99003.1	KJP90230.1	KYN98977.1	CRG96392.1	EUD67187.1	CAA9988367.1	SCN12858.1	KYN96677.1	CRH00213.1	SOV15888.1	VEV56517.1	EDL45728.1	VTZ78349.1	KAH0486438.1	KAH0482510.1	CAI73235.1	EKX73988.1	BAM39354.1	EAN34101.1	EPT25079.1	full_gca_44	41	41	9	protein disulfide isomerase
34	34	0.388	CDR97761.1	EDO05733.1	CCF73229.1	GBE62171.1	*	PFH34704.1	KAF7457825.1	EAL36616.1	EEA06311.1	EAK90132.1	OII73080.1	*	*	*	*	*	*	*	*	CBZ51599.1	VUC58382.1	CDR16744.1	ANQ11126.1	GAB68999.1	CZT99324.1	KJP87198.1	KYN97974.1	CRG97732.1	EUD69022.1	CAA9990956.1	SCP03453.1	KYN95274.1	CRH02592.1	SOV16755.1	VEV59097.1	EDL47533.1	VTZ81654.1	KAH0482216.1	*	CAI73873.1	AFZ80459.1	BAM38682.1	EAN33407.1	EPT30995.1	full_gca_44	34	34	8	signal recognition particle subunit SRP19, putative
41	41	0.0197	CDR96962.1	EDO08139.1	CCF75733.1	GBE59032.1	ORM40115.1	PFH38390.1	KAF7457865.1	*	EEA06658.1	EAK88820.1	OII71724.1	CDI83678.1	CDJ48114.1	CDJ58772.1	CDJ36387.1	CDJ64028.1	CDI73910.1	CDJ38131.1	EZG43597.1	CBZ53626.1	VUC57324.1	CDR15024.1	ANQ08792.1	GAB66785.1	CAD51643.1	KJP85326.1	KYO02476.1	CRG93049.1	EUD68403.1	CAA9988553.1	SCN44628.1	KYN93429.1	CRH00384.1	SOV11927.1	VEV58036.1	EDL43949.1	VTZ80258.1	*	*	CAI74608.1	AFZ79270.1	BAM40108.1	EAN32659.1	EPT28663.1	full_gca_44	41	41	9	eukaryotic translation initiation factor 3, subunit 6, putative
30	30	0.0228	CDR93820.1	EDO08619.1	SIO73360.1	GBE61023.1	ORM41809.1	PFH33606.1	*	*	*	*	*	CDI81508.1	CDJ49725.1	CDJ59499.1	*	CDJ69015.1	*	CDJ37349.1	*	CBZ55476.1	VUC57624.1	CDR15537.1	ANQ09544.1	GAB67978.1	CZU00302.1	KJP88464.1	KYN96197.1	CRG94803.1	EUD69314.1	CAA9989539.1	SCO93966.1	KYN94256.1	CRH01318.1	SOV19703.1	VEV58321.1	EDL46053.1	VTZ80658.1	*	*	*	*	*	*	EPT25643.1	full_gca_44	30	30	6	inner membrane complex sub-compartment protein 3, putative
40	40	0.00824	CDR96683.1	EDO08375.1	SIO73604.1	GBE58746.1	ORM39894.1	PFH33532.1	KAF7458239.1	EAL35091.1	EEA06156.1	EAK90651.1	OII75156.1	CDI84068.1	CDJ52104.1	*	*	*	*	CDJ42784.1	EZG88162.1	CBZ53211.1	VUC58163.1	CDR16421.1	ANQ10293.1	GAB68786.1	CAD52254.1	KJP90031.1	KYN96920.1	CRG97508.1	EUD68806.1	CAA9990725.1	SCP03232.1	KYN94559.1	CRH02368.1	SOV17504.1	VEV58900.1	EDL47321.1	VTZ81435.1	KAH0484818.1	KAH0477004.1	CAI76726.1	AFZ81556.1	BAM41830.1	EAN32067.1	EPT29227.1	full_gca_44	40	40	10	vacuolar ATP synthase catalytic subunit A, putative
28	28	0.146	*	*	*	*	*	PFH33849.1	*	*	*	*	*	CDI80080.1	CDJ53523.1	CDJ56149.1	CDJ29292.1	CDJ69373.1	*	CDJ42909.1	*	CBZ50010.1	VUC57714.1	CDR15684.1	ANQ09769.1	GAB67888.1	CZU00393.1	KJP89997.1	KYN96281.1	CRG94893.1	EUD69224.1	CAA9989440.1	SCO93876.1	KYN94346.1	CRH01228.1	SOV19882.1	VEV58416.1	EDL45965.1	VTZ80753.1	KAH0478511.1	KAH0480276.1	*	*	*	*	EPT31968.1	full_gca_44	28	28	6	acetyl-CoA carboxylase, putative
30	31	0.173	CDR95525.1	EDO05298.1	SJK86085.1	GBE61301.1	*	PFH37432.1	*	*	*	*	*	*	*	*	*	CDJ64071.1	*	CDJ40864.1	*	CBZ55795.1	VUC57440.1	CDR15260.1	ANQ09889.1	GAB68167.1	CZU00115.1	KJP87724.1	KYN96011.1	CRG94614.1	EUD69508.1	CAA9989731.1	SCO94153.1	KYN94072.1	CRH01507.1	SOV19332.1	VEV58138.1	EDL46245.1	VTZ80474.1	KAH0472421.1	*	CAI75344.1	EKX73293.1,EKX73437.1	BAM41476.1	EAN30850.2	*	full_gca_44	30	31	7	RNA polymerase II transcription factor B subunit 5, putative
30	30	0.176	CDR96338.1	EDO07670.1	SJK85927.1	GBE63060.1	*	PFH32617.1	KAF7455701.1	*	*	*	*	CDI81702.1	*	*	*	CDJ68182.1	*	CDJ43073.1	*	CBZ50420.1	VUC58627.1	CDR17092.1	ANQ10799.1	GAB69247.1	CZT99585.1	*	*	CRG97056.1	EUD64908.1	CAA9991219.1	SCP03701.1	KYN95526.1	CRH02846.1	SOV17071.1	VEV59339.1	EDL44228.1	VTZ81898.1	*	*	CAI75951.1	EKX73201.1	BAM40871.1	EAN30577.1	EPT31698.1	full_gca_44	30	30	8	mitochondrial import inner membrane translocase subunit TIM13, putative
32	32	0.176	*	EDO08616.1	SIO73358.1	GBE61013.1	ORM41802.1	PFH37724.1	KAF7456508.1	EAL38291.1	EEA05369.1	EAK89493.1	OII73751.1	*	*	*	*	*	*	*	EZG44349.1	CBZ52659.1	VUC57622.1	CDR15535.1	ANQ09639.1	GAB67980.1	CZU00300.1	KJP88462.1	KYN96195.1	CRG94801.1	EUD69316.1	CAA9989541.1	SCO93968.1	KYN94254.1	CRH01320.1	SOV19699.1	VEV58319.1	EDL46055.1	VTZ80656.1	KAH0477433.1	KAH0485852.1	*	*	*	*	EPT29745.1	full_gca_44	32	32	8	ubiquitin carboxyl-terminal hydrolase isozyme L3, putative
36	36	0.0189	CDR94937.1	EDO06069.1	SJK86050.1	*	*	PFH38180.1	KAF7458530.1	*	EEA05720.1	EAK89780.1	OII72988.1	CDI82772.1	*	*	*	*	*	CDJ39594.1	EZG69274.1	CBZ55993.1	VUC56266.1	CDU21753.1	ANQ10427.1	GAB68535.1	CZT99869.1	KJP89841.1	KYN95769.1	CRG95677.1	EUD65969.1	CAA9990448.1	SCP02779.1	KYN93820.1	CRH03979.1	SOV18838.1	VEV56975.1	EDL47068.1	VTZ79018.1	KAH0477437.1	KAH0474286.1	CAI76514.1	AFZ81420.1	BAM42064.1	EAN31827.1	EPT24986.1	full_gca_44	36	36	10	dimethyladenosine transferase, putative
29	30	0.299	*	EDO06705.1	CTQ40999.1	*	*	PFH32299.1	*	*	EEA05877.1	*	OII73284.1	*	*	*	*	CDJ64223.1	*	CDJ39867.1,CDJ37001.1	*	*	VUC53907.1	CDR10641.1	ANQ06013.1	GAB64572.1	CAD49060.1	KJP85351.1	KYO03745.1	CRG93356.1	EUD64728.1	CAA9986301.1	SBT87092.1	KYN93633.1	CRH03043.1	SOV10255.1	VEV54594.1	EDL43804.1	VTZ71686.1	*	*	CAI74781.1	AFZ79076.1	BAM39921.1	EAN32488.2	EPT31357.1	full_gca_44	29	30	7	FAD-linked sulfhydryl oxidase ERV1, putative
31	31	0.0054	CDR97398.1	*	*	*	*	PFH31403.1	KAF7457695.1	EAL37314.1	EEA07455.1	EAK88439.1	OII74596.1	CDI77644.1	*	*	*	CDJ63565.1	*	CDJ37717.1	*	CBZ56413.1	VUC54457.1	CDS45822.1	ANQ07000.1	GAB65414.1	CZT98458.1	KJP86492.1	KYN99583.1	CRG97216.1	EUD64604.1	CAA9987095.1	SBT86632.1	KYN97660.1	CRG99064.1	SOV14917.1	VEV55165.1	EDL43009.1	VTZ74114.1	KAH0485062.1	KAH0486268.1	*	*	*	*	EPT25399.1	full_gca_44	31	31	8	cytoplasmic dynein intermediate chain, putative
33	35	0.221	CDR94213.1	EDO06459.1	CCF73116.1	*	ORM41693.1	*	KAF7456327.1	EAL34763.1	EEA07720.1	EAK90504.1	OII73918.1	*	*	*	*	*	*	CDJ39175.1	*	*	VUC56323.1	CDU21810.1	ANQ10662.1	GAB68594.1	CZT99807.1	KJP88488.1	KYN95710.1	CRG95618.1	EUD65787.1	CAA9990509.1	SCP02838.1	KYN93757.1	CRH04038.1	SOV18710.1	VEV57033.1	EDL47127.1	VTZ79075.1	KAH0483759.1,KAH0483760.1	KAH0487682.1,KAH0487683.1	CAI76114.1	AFZ80690.1	BAM42512.1	EAN31400.1	*	full_gca_44	33	35	6	cytidine diphosphate-diacylglycerol synthase, putative
34	34	0.176	*	*	SJK86022.1	*	*	PFH33777.1	KAF7458763.1	EAL34884.1	EEA08069.1	EAK88967.1	OII74357.1	CDI77444.1	*	CDJ59879.1	CDJ34825.1	CDJ63561.1	CDI73793.1	CDJ37713.1	EZG61409.1	CBZ50075.1	VUC55483.1	CDR12860.1	ANQ07420.1	GAB65887.1	CAX64257.1	KJP86798.1	KYO00292.1	CRG96864.1	EUD64659.1	CAA9987592.1	SBT87969.1	KYN98609.1	CRG99528.1	SOV14487.1	VEV56137.1	EDL42346.1	VTZ77710.1	*	KAH0476003.1	*	*	*	*	EPT32047.1	full_gca_44	34	34	9	conserved Plasmodium protein, unknown function
34	34	0.132	*	EDO07968.1	SJK86195.1	*	*	PFH33656.1	*	*	EEA06776.1	EAZ51599.1	OII74999.1	*	*	*	*	CDJ69155.1	*	CDJ45376.1	EZG79371.1	CBZ55431.1	VUC58093.1	CDR16318.1	ANQ10223.1	GAB68716.1	CAD52182.1	KJP90104.1	KYN96851.1	CRG97437.1	EUD65006.1	CAA9990650.1	SCP03162.1	KYN94490.1	CRH02297.1	SOV17350.1	VEV58810.1	EDL47252.1	VTZ81365.1	KAH0485249.1	KAH0487158.1	CAI75271.1	EKX72026.1	BAM41588.1	EAN30763.2	EPT25693.1	full_gca_44	34	34	10	DNA-directed RNA polymerase II subunit RPB11, putative
30	31	0.155	CDR94404.1	EDO07312.1	CTQ41378.1	GBE60430.1	*	*	KAF7456243.1	*	EEA07354.1	*	*	CDI76925.1	*	*	*	CDJ65845.1	*	*	*	*	VUC57458.1	CDR15288.1	ANQ09480.1	GAB68149.1	CZU00133.1	KJP87742.1	KYN96029.1	CRG94632.1	EUD69489.1	CAA9989713.1	SCO94135.1	KYN94090.1	CRH01489.1	SOV19368.1	VEV58156.1	EDL46227.1	VTZ80492.1	KAH0478275.1	KAH0484285.1,KAH0484286.1	*	EKX73870.1	BAM39308.1	EAN34049.2	*	full_gca_44	30	31	6	dephospho-CoA kinase, putative
39	39	0.00475	CDR95083.1	EDO06202.1	SIO73120.1	GBE61694.1	ORM41438.1	PFH34851.1	KAF7458628.1	EAL37273.1	EEA07216.1	EAK89065.1	OII74222.1	CDI80794.1	*	CDJ56781.1	*	CDJ65901.1	*	CDJ37330.1	EZG77687.1	CBZ51670.1	VUC58000.1	CDR16104.1	ANQ09441.1	GAB67584.1	CAD52607.1	KJP86278.1	KYN97256.1	CRG95191.1	EUD67785.1	CAA9989849.1	SCO93576.1	KYN94907.1	CRH01607.1	SOV18233.1	VEV58703.1	EDL44536.1	VTZ81038.1	*	*	CAI76416.1	AFZ81194.1	BAM42194.1	EAN31726.1	EPT31084.1	full_gca_44	39	39	9	TBC domain protein, putative
29	30	0.267	CDR93999.1	EDO06652.1	SJK86398.1	GBE60817.1	ORM40846.1,ORM40951.1	PFH38455.1	*	*	*	*	*	*	*	*	*	*	*	*	*	CBZ53564.1	VUC57456.1	CDR15285.1	ANQ09454.1	GAB68151.1	CZU00131.1	KJP87740.1	KYN96027.1	CRG94630.1	EUD69491.1	CAA9989715.1	SCO94137.1	KYN94088.1	CRH01491.1	SOV19364.1	VEV58154.1	EDL46229.1	VTZ80490.1	*	*	CAI74307.1	AFZ79631.1	BAM40452.1	EAN32959.1	EPT28730.1	full_gca_44	29	30	6	poly(A)-specific ribonuclease PARN, putative
