# Species	Genes	Alg.-Conn.	GCF_000956335.1_Plas_frag_nilgiri_V1_protein.faa	GCF_001680005.1_ASM168000v1_protein.faa	GCF_900002335.2_PCHAS01_protein.faa	GCF_900005855.1_PGAL8A_protein.faa	GCF_900090045.1_PmUG01_protein.faa
5	5	0.385	XP_012337175.1	XP_019914514.1	XP_016654223.1	XP_028527042.1	XP_028861169.1
5	5	0.364	XP_012337172.1	XP_019914671.1	XP_016654222.1	XP_028527039.1	XP_028861166.1
5	5	0.839	XP_012337170.1	XP_019914307.1	XP_016654221.1	XP_028527037.1	XP_028861164.1
5	5	0.895	XP_012337169.1	XP_019914389.1	XP_016654220.1	XP_028527036.1	XP_028861163.1
5	5	0.818	XP_012337168.1	XP_019914345.1	XP_016654219.1	XP_028527035.1	XP_028861162.1
4	4	0.292	XP_012337166.1	XP_019914575.1	XP_016654218.1	*	XP_028861160.1
5	5	0.868	XP_012337164.1	XP_019914392.1	XP_016654217.1	XP_028527031.1	XP_028861158.1
5	5	0.609	XP_012335893.1	XP_019915282.1	XP_016654326.1	XP_028525789.1	XP_028862024.1
5	5	0.923	XP_012335879.1	XP_019915207.1	XP_016654336.1	XP_028525802.1	XP_028862010.1
5	5	0.946	XP_012335882.1	XP_019915227.1	XP_016654335.1	XP_028525799.1	XP_028862013.1
5	5	0.676	XP_012335883.1	XP_019915303.1	XP_016654334.1	XP_028525798.1	XP_028862014.1
5	5	0.725	XP_012335884.1	XP_019915193.1	XP_016654333.1	XP_028525797.1	XP_028862015.1
5	5	0.816	XP_012335886.1	XP_019915409.1	XP_016654332.1	XP_028525795.1	XP_028862017.1
4	4	0.835	XP_012335887.1	XP_019915472.1	XP_016654331.1	*	XP_028862018.1
5	5	0.928	XP_012335888.1	XP_019915305.1	XP_016654330.1	XP_028525794.1	XP_028862019.1
5	5	0.915	XP_012335889.1	XP_019915210.1	XP_016654329.1	XP_028525793.1	XP_028862020.1
5	5	0.817	XP_012335890.1	XP_019915493.1	XP_016654328.1	XP_028525792.1	XP_028862021.1
5	5	0.589	XP_012335877.1	XP_019915389.1	XP_016654337.1	XP_028525804.1	XP_028862008.1
5	5	0.837	XP_012335898.1	XP_019915379.1	XP_016654325.1	XP_028525784.1	XP_028862029.1
5	5	0.865	XP_012336274.1	XP_019915458.1	XP_016654324.1	XP_028525781.1	XP_028862032.1
5	5	0.711	XP_012336273.1	XP_019915209.1	XP_016654323.1	XP_028525780.1	XP_028862033.1
5	5	0.58	XP_012336272.1	XP_019915291.1	XP_016654321.1	XP_028525778.1	XP_028862035.1
5	5	0.917	XP_012336271.1	XP_019915522.1	XP_016654320.1	XP_028530763.1	XP_028862036.1
5	5	0.868	XP_012336269.1	XP_019915406.1	XP_016654319.1	XP_028530761.1	XP_028862038.1
5	5	0.912	XP_012336268.1	XP_019915378.1	XP_016654318.1	XP_028530760.1	XP_028862039.1
5	5	0.752	XP_012336267.1	XP_019915287.1	XP_016654317.1	XP_028530759.1	XP_028862040.1
5	5	0.73	XP_012335863.1	XP_019915454.1	XP_016654346.1	XP_028525817.1	XP_028861994.1
5	5	0.653	XP_012335848.1	XP_019915283.1	XP_016654355.1	XP_028525833.1	XP_028861978.1
5	5	0.495	XP_012335849.1	XP_019915284.1	XP_016654353.1	XP_028525831.1	XP_028861980.1
5	5	0.531	XP_012335851.1	XP_019915415.1	XP_016654352.1	XP_028525829.1	XP_028861982.1
5	5	0.719	XP_012335853.1	XP_019915421.1	XP_016654351.1	XP_028525827.1	XP_028861984.1
5	5	0.873	XP_012335855.1	XP_019915307.1	XP_016654350.1	XP_028525825.1	XP_028861986.1
5	5	0.875	XP_012335856.1	XP_019915418.1	XP_016654349.1	XP_028525824.1	XP_028861987.1
5	5	0.642	XP_012335858.1	XP_019915195.1	XP_016654348.1	XP_028525822.1	XP_028861989.1
5	5	0.826	XP_012335862.1	XP_019915391.1	XP_016654347.1	XP_028525818.1	XP_028861993.1
5	5	0.892	XP_012336266.1	XP_019915529.1	XP_016654316.1	XP_028530758.1	XP_028862041.1
5	5	0.863	XP_012335864.1	XP_019915204.1	XP_016654345.1	XP_028525816.1	XP_028861995.1
5	5	0.556	XP_012335866.1	XP_019915407.1	XP_016654344.1	XP_028525814.1	XP_028861997.1
5	5	0.869	XP_012335867.1	XP_019915504.1	XP_016654343.1	XP_028525813.1	XP_028861998.1
5	5	0.764	XP_012335868.1	XP_019915380.1	XP_016654342.1	XP_028525812.1	XP_028861999.1
4	4	0.738	XP_012335870.1	XP_019915311.1	XP_016654341.1	*	XP_028862001.1
5	5	0.293	XP_012335871.1	XP_019915216.1	XP_016654340.1	XP_028525810.1	XP_028862002.1
5	5	0.937	XP_012335872.1	XP_019915453.1	XP_016654339.1	XP_028525809.1	XP_028862003.1
5	5	0.594	XP_012335874.1	XP_019915413.1	XP_016654338.1	XP_028525807.1	XP_028862005.1
5	5	0.92	XP_012338030.1	XP_019912517.1	XP_016654284.1	XP_028525921.1	XP_028860067.1
5	5	0.657	XP_012336430.1	XP_019915710.1	XP_016654297.1	XP_028526550.1	XP_028862669.1
5	5	0.836	XP_012336428.1	XP_019915948.1	XP_016654296.1	XP_028526548.1	XP_028862671.1
5	5	0.874	XP_012337744.1	XP_019912594.1	XP_016654294.1	XP_028525894.1	XP_028860094.1
5	5	0.522	XP_012338253.1	XP_019912575.1	XP_016654292.1	XP_028525899.1	XP_028860090.1
5	5	0.9	XP_012338249.1	XP_019912405.1	XP_016654291.1	XP_028525902.1	XP_028860087.1
5	5	0.753	XP_012338119.1	XP_019912507.1	XP_016654290.1	XP_028525906.1	XP_028860083.1
5	5	0.766	XP_012338118.1	XP_019912508.1	XP_016654289.1	XP_028525907.1	XP_028860082.1
5	5	0.883	XP_012338117.1	XP_019912562.1	XP_016654288.1	XP_028525908.1	XP_028860081.1
5	5	0.827	XP_012338115.1	XP_019912427.1	XP_016654286.1	XP_028525911.1	XP_028860078.1
5	5	0.782	XP_012336434.1	XP_019915880.1	XP_016654298.1	XP_028526552.1	XP_028862667.1
5	5	0.571	XP_012338027.1	XP_019912432.1	XP_016654282.1	XP_028525924.1	XP_028860064.1
5	5	0.918	XP_012338026.1	XP_019912456.1	XP_016654281.1	XP_028525925.1	XP_028860063.1
5	5	0.741	XP_012338024.1	XP_019912451.1	XP_016654280.1	XP_028525927.1	XP_028860061.1
5	5	0.88	XP_012338022.1	XP_019912565.1	XP_016654279.1	XP_028525929.1	XP_028860059.1
4	4	0.819	XP_012338018.1	*	XP_016654278.1	XP_028526196.1	XP_028860055.1
5	5	0.671	XP_012338422.1	XP_019912419.1	XP_016654277.1	XP_028526199.1	XP_028860052.1
5	5	0.805	XP_012338420.1	XP_019912426.1	XP_016654276.1	XP_028526201.1	XP_028860050.1
5	5	0.598	XP_012338419.1	XP_019912399.1	XP_016654275.1	XP_028526202.1	XP_028860049.1
5	5	0.812	XP_012336247.1	XP_019915414.1	XP_016654307.1	XP_028530739.1	XP_028862060.1
5	5	0.74	XP_012336263.1	XP_019915329.1	XP_016654315.1	XP_028530755.1	XP_028862044.1
5	5	0.762	XP_012336258.1	XP_019915271.1	XP_016654314.1	XP_028530750.1	XP_028862049.1
5	5	0.699	XP_012336257.1	XP_019915377.1	XP_016654313.1	XP_028530749.1	XP_028862050.1
5	5	0.809	XP_012336255.1	XP_019915441.1	XP_016654312.1	XP_028530747.1	XP_028862052.1
5	5	0.817	XP_012336254.1	XP_019915527.1	XP_016654311.1	XP_028530746.1	XP_028862053.1
5	5	0.708	XP_012336251.1	XP_019915424.1	XP_016654310.1	XP_028530743.1	XP_028862056.1
5	5	0.881	XP_012336250.1	XP_019915328.1	XP_016654309.1	XP_028530742.1	XP_028862057.1
5	5	0.908	XP_012336249.1	XP_019915201.1	XP_016654308.1	XP_028530741.1	XP_028862058.1
5	5	0.834	XP_012334717.1	XP_019914236.1	XP_016653812.1	XP_028529573.1	XP_028860807.1
5	5	0.843	XP_012336246.1	XP_019915320.1	XP_016654306.1	XP_028530737.1	XP_028862061.1
5	5	0.459	XP_012335242.1	XP_019915563.1	XP_016654305.1	XP_028526562.1	XP_028862658.1
5	5	0.814	XP_012335241.1	XP_019915712.1	XP_016654304.1	XP_028526561.1	XP_028862659.1
5	5	0.785	XP_012336442.1	XP_019915791.1	XP_016654303.1	XP_028526560.1	XP_028862660.1
5	5	0.607	XP_012336441.1	XP_019915946.1	XP_016654302.1	XP_028526559.1	XP_028862661.1
4	4	0.612	XP_012336439.1	XP_019915643.1	XP_016654301.1	XP_028526557.1	*
5	5	0.712	XP_012336438.1	XP_019915697.1	XP_016654300.1	XP_028526556.1	XP_028862663.1
5	5	0.679	XP_012336437.1	XP_019915851.1	XP_016654299.1	XP_028526555.1	XP_028862664.1
5	5	0.874	XP_012333751.1	XP_019914513.1	XP_016653275.1	XP_028528110.1	XP_028861332.1
5	5	0.758	XP_012333729.1	XP_019914523.1	XP_016653286.1	XP_028528135.1	XP_028861308.1
5	5	0.868	XP_012333732.1	XP_019914586.1	XP_016653285.1	XP_028528132.1	XP_028861311.1
5	5	0.854	XP_012333735.1	XP_019914333.1	XP_016653283.1	XP_028528129.1	XP_028861314.1
5	5	0.8	XP_012333736.1	XP_019914632.1	XP_016653282.1	XP_028528128.1	XP_028861315.1
5	5	0.751	XP_012333739.1	XP_019914330.1	XP_016653281.1	XP_028528125.1	XP_028861318.1
5	5	0.822	XP_012333742.1	XP_019914383.1	XP_016653280.1	XP_028528121.1	XP_028861322.1
5	5	0.605	XP_012333745.1	XP_019914678.1	XP_016653279.1	XP_028528118.1	XP_028861325.1
5	5	0.318	XP_012333747.1	XP_019914624.1	XP_016653278.1	XP_028528116.1	XP_028861327.1
5	5	0.849	XP_012333750.1	XP_019914578.1	XP_016653276.1	XP_028528111.1	XP_028861331.1
5	5	0.515	XP_012333728.1	XP_019914341.1	XP_016653287.1	XP_028528136.1	XP_028861307.1
5	5	0.803	XP_012333753.1	XP_019914641.1	XP_016653274.1	XP_028528108.1	XP_028861334.1
5	5	0.828	XP_012333754.1	XP_019914607.1	XP_016653273.1	XP_028528107.1	XP_028861335.1
5	5	0.842	XP_012333755.1	XP_019914344.1	XP_016653272.1	XP_028528106.1	XP_028861336.1
5	5	0.831	XP_012333757.1	XP_019914313.1	XP_016653271.1	XP_028528103.1	XP_028861339.1
5	5	0.827	XP_012333758.1	XP_019914327.1	XP_016653270.1	XP_028528102.1	XP_028861340.1
5	5	0.888	XP_012333759.1	XP_019914418.1	XP_016653269.1	XP_028528101.1	XP_028861341.1
5	5	0.908	XP_012333763.1	XP_019914530.1	XP_016653268.1	XP_028528097.1	XP_028861345.1
5	5	0.833	XP_012333765.1	XP_019914414.1	XP_016653267.1	XP_028528096.1	XP_028861346.1
5	5	0.818	XP_012333706.1	XP_019914390.1	XP_016653297.1	XP_028528157.1	XP_028861286.1
5	5	0.735	XP_012333689.1	XP_019914504.1	XP_016653308.1	XP_028528172.1	XP_028861270.1
4	4	0.833	XP_012333690.1	*	XP_016653307.1	XP_028528171.1	XP_028861271.1
4	4	0.777	XP_012333694.1	*	XP_016653305.1	XP_028528167.1	XP_028861275.1
5	5	0.817	XP_012333696.1	XP_019914640.1	XP_016653304.1	XP_028528165.1	XP_028861277.1
3	3	0.358	XP_012333698.1	XP_019914532.1	XP_016653303.1	*	*
5	5	0.841	XP_012333700.1	XP_019914704.1	XP_016653301.1	XP_028528162.1	XP_028861280.1
5	5	0.901	XP_012333702.1	XP_019914364.1	XP_016653300.1	XP_028528160.1	XP_028861282.1
5	5	0.567	XP_012333704.1	XP_019914353.1	XP_016653299.1	XP_028528159.1	XP_028861284.1
5	5	0.814	XP_012333705.1	XP_019914507.1	XP_016653298.1	XP_028528158.1	XP_028861285.1
5	5	0.72	XP_012333768.1	XP_019914357.1	XP_016653266.1	XP_028528093.1	XP_028861349.1
5	5	0.832	XP_012333708.1	XP_019914618.1	XP_016653296.1	XP_028528155.1	XP_028861288.1
5	5	0.912	XP_012333709.1	XP_019914581.1	XP_016653294.1	XP_028528153.1	XP_028861290.1
5	5	0.883	XP_012333712.1	XP_019914626.1	XP_016653293.1	XP_028528150.1	XP_028861293.1
5	5	0.553	XP_012333713.1	XP_019914516.1	XP_016653292.1	XP_028528149.1	XP_028861294.1
5	5	0.808	XP_012333720.1	XP_019914336.1	XP_016653291.1	XP_028528143.1	XP_028861300.1
5	5	0.709	XP_012333722.1	XP_019914571.1	XP_016653290.1	XP_028528141.1	XP_028861302.1
5	5	0.85	XP_012333723.1	XP_019914676.1	XP_016653289.1	XP_028528140.1	XP_028861303.1
5	5	0.853	XP_012333726.1	XP_019914534.1	XP_016653288.1	XP_028528138.1	XP_028861305.1
5	5	0.855	XP_012336083.1	XP_019913055.1	XP_016653217.1	XP_028527180.1	XP_028859622.1
5	5	0.907	XP_012336066.1	XP_019913062.1	XP_016653227.1	XP_028527198.1	XP_028859605.1
5	5	0.832	XP_012336068.1	XP_019913171.1	XP_016653226.1	XP_028527197.1	XP_028859606.1
5	5	0.55	XP_012336071.1	XP_019913064.1	XP_016653225.1	XP_028527194.1	XP_028859609.1
5	5	0.533	XP_012336072.1	XP_019913003.1	XP_016653224.1	XP_028527193.1	XP_028859610.1
5	5	0.327	XP_012336076.1	XP_019913049.1	XP_016653222.1	XP_028527189.1	XP_028859614.1
5	5	0.614	XP_012336078.1	XP_019913102.1	XP_016653221.1	XP_028527185.1	XP_028859617.1
5	5	0.811	XP_012336080.1	XP_019913147.1	XP_016653220.1	XP_028527183.1	XP_028859619.1
5	5	0.866	XP_012336081.1	XP_019913244.1	XP_016653219.1	XP_028527182.1	XP_028859620.1
5	5	0.893	XP_012336082.1	XP_019913287.1	XP_016653218.1	XP_028527181.1	XP_028859621.1
5	5	0.819	XP_012336063.1	XP_019913215.1	XP_016653228.1	XP_028527200.1	XP_028859603.1
5	5	0.913	XP_012338095.1	XP_019913035.1	XP_016653214.1	XP_028527171.1	XP_028859631.1
5	5	0.582	XP_012338098.1	XP_019913189.1	XP_016653213.1	XP_028527168.1	XP_028859634.1
5	5	0.819	XP_012338100.1	XP_019913134.1	XP_016653212.1	XP_028527166.1	XP_028859636.1
5	5	0.937	XP_012338101.1	XP_019913230.1	XP_016653211.1	XP_028527165.1	XP_028859637.1
5	5	0.851	XP_012338102.1	XP_019913337.1	XP_016653210.1	XP_028527164.1	XP_028859638.1
4	4	0.574	XP_012338104.1	*	XP_016653209.1	XP_028527162.1	XP_028859640.1
5	5	0.826	XP_012338105.1	XP_019913294.1	XP_016653208.1	XP_028527161.1	XP_028859641.1
5	5	0.512	XP_012338107.1	XP_019913042.1	XP_016653207.1	XP_028527160.1	XP_028859642.1
5	5	0.564	XP_012337737.1	XP_019914612.1	XP_016653256.1	XP_028528066.1	XP_028861376.1
5	5	0.65	XP_012338173.1	XP_019914531.1	XP_016653264.1	XP_028528079.1	XP_028861363.1
5	5	0.844	XP_012338174.1	XP_019914415.1	XP_016653263.1	XP_028528078.1	XP_028861364.1
5	5	0.907	XP_012338177.1	XP_019914574.1	XP_016653262.1	XP_028528075.1	XP_028861367.1
5	5	0.867	XP_012338181.1	XP_019914342.1	XP_016653261.1	XP_028528073.1	XP_028861369.1
5	5	0.861	XP_012338518.1	XP_019914639.1	XP_016653260.1	XP_028528072.1	XP_028861370.1
5	5	0.893	XP_012338517.1	XP_019914450.1	XP_016653259.1	XP_028528071.1	XP_028861371.1
5	5	0.586	XP_012338516.1	XP_019914568.1	XP_016653258.1	XP_028528070.1	XP_028861372.1
5	5	0.852	XP_012337740.1	XP_019914435.1	XP_016653257.1	XP_028528068.1	XP_028861374.1
5	5	0.937	XP_012333687.1	XP_019914677.1	XP_016653309.1	XP_028528174.1	XP_028861268.1
5	5	0.602	XP_012337736.1	XP_019914372.1	XP_016653255.1	XP_028528065.1	XP_028861377.1
5	5	0.824	XP_012337734.1	XP_019914484.1	XP_016653254.1	XP_028528063.1	XP_028861379.1
5	5	0.894	XP_012337732.1	XP_019914664.1	XP_016653253.1	XP_028528061.1	XP_028861381.1
5	5	0.881	XP_012336048.1	XP_019913058.1	XP_016653234.1	XP_028527216.1	XP_028859587.1
5	5	0.579	XP_012336049.1	XP_019913314.1	XP_016653233.1	XP_028527215.1	XP_028859588.1
5	5	0.85	XP_012336052.1	XP_019913020.1	XP_016653231.1	XP_028527211.1	XP_028859592.1
5	5	0.653	XP_012336056.1	XP_019913285.1	XP_016653230.1	XP_028527207.1	XP_028859596.1
4	4	0.971	XP_012336062.1	*	XP_016653229.1	XP_028527201.1	XP_028859602.1
5	5	0.858	XP_012335108.1	XP_019913232.1	XP_016653398.1	XP_028528769.1	XP_028863532.1
5	5	0.761	XP_012335081.1	XP_019913250.1	XP_016653410.1	XP_028528744.1	XP_028863557.1
5	5	0.361	XP_012335082.1	XP_019913001.1	XP_016653409.1	XP_028528745.1	XP_028863556.1
5	5	0.39	XP_012335083.1	XP_019913017.1	XP_016653408.1	XP_028528746.1	XP_028863555.1
5	5	0.963	XP_012335084.1	XP_019913111.1	XP_016653407.1	XP_028528747.1	XP_028863554.1
5	5	0.324	XP_012335091.1	XP_019913321.1	XP_016653406.1	XP_028528752.1	XP_028863549.1
5	5	0.864	XP_012335098.1	XP_019913122.1	XP_016653404.1	XP_028528759.1	XP_028863542.1
5	5	0.719	XP_012335101.1	XP_019913107.1	XP_016653402.1	XP_028528762.1	XP_028863539.1
5	5	0.913	XP_012335103.1	XP_019913309.1	XP_016653401.1	XP_028528764.1	XP_028863537.1
5	5	0.737	XP_012335105.1	XP_019913039.1	XP_016653399.1	XP_028528766.1	XP_028863535.1
5	5	0.77	XP_012335080.1	XP_019913155.1	XP_016653411.1	XP_028528742.1	XP_028863558.1
5	5	0.787	XP_012335110.1	XP_019913231.1	XP_016653397.1	XP_028528771.1	XP_028863530.1
5	5	0.815	XP_012335112.1	XP_019913038.1	XP_016653396.1	XP_028528773.1	XP_028863528.1
5	5	0.822	XP_012335114.1	XP_019913187.1	XP_016653395.1	XP_028528775.1	XP_028863526.1
5	5	0.862	XP_012335117.1	XP_019913243.1	XP_016653394.1	XP_028528779.1	XP_028863522.1
5	5	0.766	XP_012335118.1	XP_019913148.1	XP_016653393.1	XP_028528780.1	XP_028863521.1
5	5	0.91	XP_012335120.1	XP_019913041.1	XP_016653391.1	XP_028528782.1	XP_028863519.1
5	5	0.882	XP_012335122.1	XP_019913212.1	XP_016653390.1	XP_028528784.1	XP_028863517.1
5	5	0.947	XP_012335123.1	XP_019913316.1	XP_016653389.1	XP_028528785.1	XP_028863516.1
5	5	0.939	XP_012336753.1	XP_019913248.1	XP_016653420.1	XP_028528729.1	XP_028863572.1
5	5	0.905	XP_012336778.1	XP_019913249.1	XP_016653429.1	XP_028528705.1	XP_028863596.1
5	5	0.772	XP_012336777.1	XP_019913255.1	XP_016653428.1	XP_028528706.1	XP_028863595.1
5	5	0.535	XP_012336775.1	XP_019913101.1	XP_016653427.1	XP_028528708.1	XP_028863593.1
5	5	0.67	XP_012336774.1	XP_019913002.1	XP_016653426.1	XP_028528709.1	XP_028863592.1
5	5	0.751	XP_012336772.1	XP_019913301.1	XP_016653425.1	XP_028528710.1	XP_028863591.1
5	5	0.655	XP_012336770.1	XP_019913143.1	XP_016653424.1	XP_028528712.1	XP_028863589.1
5	5	0.802	XP_012336764.1	XP_019913072.1	XP_016653423.1	XP_028528719.1	XP_028863582.1
5	5	0.806	XP_012336762.1	XP_019913225.1	XP_016653422.1	XP_028528721.1	XP_028863580.1
5	5	0.855	XP_012336759.1	XP_019913128.1	XP_016653421.1	XP_028528724.1	XP_028863577.1
5	5	0.712	XP_012335124.1	XP_019913021.1	XP_016653388.1	XP_028528786.1	XP_028863515.1
5	5	0.632	XP_012336749.1	XP_019913213.1	XP_016653419.1	XP_028528733.1	XP_028863568.1
5	5	0.728	XP_012336748.1	XP_019913113.1	XP_016653418.1	XP_028528734.1	XP_028863567.1
5	5	0.839	XP_012336747.1	XP_019913174.1	XP_016653417.1	XP_028528735.1	XP_028863566.1
5	5	0.867	XP_012336746.1	XP_019913276.1	XP_016653416.1	XP_028528736.1	XP_028863565.1
5	5	0.706	XP_012336745.1	XP_019913096.1	XP_016653415.1	XP_028528737.1	XP_028863564.1
5	5	0.885	XP_012335076.1	XP_019913192.1	XP_016653414.1	XP_028528739.1	XP_028863562.1
5	5	0.58	XP_012335078.1	XP_019913046.1	XP_016653413.1	XP_028528740.1	XP_028863560.1
5	5	0.738	XP_012335079.1	XP_019913061.1	XP_016653412.1	XP_028528741.1	XP_028863559.1
5	5	0.875	XP_012333659.1	XP_019914360.1	XP_016653321.1	XP_028527116.1	XP_028861243.1
5	5	0.752	XP_012333969.1	XP_019914092.1	XP_016653330.1	XP_028529402.1	XP_028860640.1
5	5	0.945	XP_012333967.1	XP_019913918.1	XP_016653329.1	XP_028529404.1	XP_028860642.1
5	5	0.895	XP_012333966.1	XP_019914166.1	XP_016653328.1	XP_028529405.1	XP_028860643.1
5	5	0.37	XP_012333965.1	XP_019914269.1	XP_016653327.1	XP_028529406.1	XP_028860644.1
5	5	0.6	XP_012333962.1	XP_019914123.1	XP_016653326.1	XP_028529409.1	XP_028860647.1
5	5	0.395	XP_012333960.1	XP_019914289.1	XP_016653325.1	XP_028529412.1	XP_028860649.1
5	5	0.835	XP_012333959.1	XP_019914009.1	XP_016653324.1	XP_028529413.1	XP_028860650.1
5	5	0.41	XP_012333955.1	XP_019914161.1	XP_016653323.1	XP_028529416.1	XP_028860653.1
5	5	0.88	XP_012333657.1	XP_019914423.1	XP_016653322.1	XP_028527114.1	XP_028861241.1
5	5	0.928	XP_012333973.1	XP_019913981.1	XP_016653331.1	XP_028529399.1	XP_028860637.1
5	5	0.883	XP_012333666.1	XP_019914471.1	XP_016653319.1	XP_028527123.1	XP_028861250.1
5	5	0.485	XP_012333671.1	XP_019914539.1	XP_016653316.1	XP_028527127.1	XP_028861254.1
5	5	0.816	XP_012333673.1	XP_019914351.1	XP_016653315.1	XP_028527129.1	XP_028861256.1
5	5	0.856	XP_012333674.1	XP_019914649.1	XP_016653314.1	XP_028527130.1	XP_028861257.1
5	5	0.27	XP_012333675.1	XP_019914486.1	XP_016653313.1	XP_028527131.1	XP_028861258.1
5	5	0.35	XP_012333676.1	XP_019914374.1	XP_016653312.1	XP_028527132.1	XP_028861259.1
5	5	0.719	XP_012333681.1	XP_019914407.1	XP_016653311.1	XP_028528180.1	XP_028861262.1
5	5	0.817	XP_012333686.1	XP_019914684.1	XP_016653310.1	XP_028528175.1	XP_028861267.1
5	5	0.535	XP_012333988.1	XP_019914027.1	XP_016653341.1	XP_028529384.1	XP_028860622.1
5	5	0.851	XP_012335126.1	XP_019913173.1	XP_016653387.1	XP_028528788.1	XP_028863513.1
5	5	0.935	XP_012335127.1	XP_019913275.1	XP_016653386.1	XP_028528789.1	XP_028863512.1
5	5	0.915	XP_012335130.1	XP_019913018.1	XP_016653385.1	XP_028528792.1	XP_028863509.1
5	5	0.825	XP_012335134.1	XP_019913235.1	XP_016653382.1	XP_028528797.1	XP_028863505.1
5	5	0.894	XP_012333994.1	XP_019914225.1	XP_016653346.1	XP_028527278.1	XP_028860616.1
5	5	0.833	XP_012333993.1	XP_019914281.1	XP_016653345.1	XP_028527277.1	XP_028860617.1
5	5	0.679	XP_012333992.1	XP_019914251.1	XP_016653344.1	XP_028527276.1	XP_028860618.1
5	5	0.92	XP_012333990.1	XP_019914171.1	XP_016653342.1	XP_028529382.1	XP_028860620.1
5	5	0.788	XP_012337895.1	XP_019913138.1	XP_016653206.1	XP_028527159.1	XP_028859643.1
5	5	0.915	XP_012333983.1	XP_019914252.1	XP_016653339.1	XP_028529389.1	XP_028860627.1
5	5	0.914	XP_012333982.1	XP_019913972.1	XP_016653338.1	XP_028529390.1	XP_028860628.1
5	5	0.663	XP_012333981.1	XP_019914111.1	XP_016653337.1	XP_028529391.1	XP_028860629.1
5	5	0.53	XP_012333978.1	XP_019914047.1	XP_016653336.1	XP_028529394.1	XP_028860632.1
5	5	0.864	XP_012333977.1	XP_019914190.1	XP_016653335.1	XP_028529395.1	XP_028860633.1
5	5	0.844	XP_012333976.1	XP_019913936.1	XP_016653334.1	XP_028529396.1	XP_028860634.1
5	5	0.329	XP_012333975.1	XP_019914159.1	XP_016653333.1	XP_028529397.1	XP_028860635.1
5	5	0.94	XP_012333974.1	XP_019914048.1	XP_016653332.1	XP_028529398.1	XP_028860636.1
5	5	0.864	XP_012336414.1	XP_019915570.1	XP_016653025.1	XP_028526533.1	XP_028862685.1
5	5	0.847	XP_012338047.1	XP_019912643.1	XP_016653058.1	XP_028526185.1	XP_028860143.1
5	5	0.853	XP_012337357.1	XP_019912622.1	XP_016653057.1	XP_028526189.1	XP_028860139.1
5	5	0.828	XP_012337356.1	XP_019912775.1	XP_016653056.1	XP_028526190.1	XP_028860138.1
5	5	0.83	XP_012337355.1	XP_019912714.1	XP_016653055.1	XP_028526191.1	XP_028860137.1
5	5	0.874	XP_012337352.1	XP_019912668.1	XP_016653053.1	XP_028526193.1	XP_028860135.1
4	4	0.936	XP_012337351.1	*	XP_016653052.1	XP_028526194.1	XP_028860134.1
5	5	0.557	XP_012336426.1	XP_019915744.1	XP_016653029.1	XP_028526546.1	XP_028862673.1
5	5	0.391	XP_012336419.1	XP_019915958.1	XP_016653027.1	XP_028526538.1	XP_028862680.1
5	5	0.817	XP_012336416.1	XP_019915796.1	XP_016653026.1	XP_028526535.1	XP_028862683.1
5	5	0.838	XP_012338045.1	XP_019912683.1	XP_016653059.1	XP_028526183.1	XP_028860145.1
5	5	0.733	XP_012336413.1	XP_019915586.1	XP_016653024.1	XP_028526531.1	XP_028862686.1
5	5	0.824	XP_012336407.1	XP_019915632.1	XP_016653022.1	XP_028526525.1	XP_028862692.1
4	4	0.331	XP_012336406.1	XP_019916019.1	XP_016653020.1	XP_028526523.1	*
5	5	0.829	XP_012336404.1	XP_019915719.1	XP_016653019.1	XP_028526521.1	XP_028862695.1
5	5	0.821	XP_012336403.1	XP_019915571.1	XP_016653018.1	XP_028526520.1	XP_028862696.1
5	5	0.808	XP_012336401.1	XP_019915561.1	XP_016653016.1	XP_028526518.1	XP_028862698.1
5	5	0.557	XP_012336400.1	XP_019915945.1	XP_016653015.1	XP_028526517.1	XP_028862699.1
5	5	0.904	XP_012336399.1	XP_019915625.1	XP_016653014.1	XP_028526516.1	XP_028862700.1
5	5	0.58	XP_012334123.1	XP_019912650.1	XP_016653074.1	XP_028526149.1	XP_028860178.1
5	5	0.858	XP_012334143.1	XP_019912694.1	XP_016653083.1	XP_028526130.1	XP_028860197.1
5	5	0.889	XP_012334141.1	XP_019912736.1	XP_016653082.1	XP_028526132.1	XP_028860195.1
5	5	0.85	XP_012334140.1	XP_019912762.1	XP_016653081.1	XP_028526133.1	XP_028860194.1
5	5	0.616	XP_012334137.1	XP_019912675.1	XP_016653080.1	XP_028526136.1	XP_028860191.1
5	5	0.835	XP_012334134.1	XP_019912616.1	XP_016653079.1	XP_028526139.1	XP_028860188.1
5	5	0.872	XP_012334133.1	XP_019912767.1	XP_016653078.1	XP_028526140.1	XP_028860187.1
5	5	0.817	XP_012334132.1	XP_019912656.1	XP_016653077.1	XP_028526141.1	XP_028860186.1
5	5	0.562	XP_012334128.1	XP_019912745.1	XP_016653076.1	XP_028526145.1	XP_028860182.1
5	5	0.798	XP_012334125.1	XP_019912703.1	XP_016653075.1	XP_028526147.1	XP_028860180.1
5	5	0.854	XP_012336394.1	XP_019915836.1	XP_016653011.1	XP_028526511.1	XP_028862705.1
5	5	0.755	XP_012334121.1	XP_019912610.1	XP_016653073.1	XP_028526152.1	XP_028860176.1
5	5	0.554	XP_012334115.1	XP_019912707.1	XP_016653070.1	XP_028526160.1	XP_028860169.1
