# Species	Genes	Alg.-Conn.	GCA_000499725.1_EBH001_protein.faa	GCF_000499385.1_ENH001_protein.faa	GCF_000499425.1_EAH001_protein.faa	GCF_000499545.2_ETH001_protein.faa	GCF_000499605.1_EMW001_protein.faa
2	2	1	*	XP_013440010.1	*	XP_013233358.1	*
2	2	1	*	XP_013440554.1	*	XP_013229054.1	*
2	2	1	*	XP_013440555.1	*	XP_013229053.1	*
2	2	1	*	XP_013435641.1	*	XP_013229046.1	*
2	2	1	*	XP_013435639.1	*	XP_013229044.1	*
2	2	1	*	XP_013440020.1	*	XP_013233347.1	*
2	2	1	*	XP_013440019.1	*	XP_013233348.1	*
2	2	1	*	XP_013440018.1	*	XP_013233350.1	*
2	2	1	*	XP_013440011.1	*	XP_013233357.1	*
2	2	1	*	XP_013437115.1	*	XP_013229042.1	*
2	2	1	*	XP_013440021.1	*	XP_013233346.1	*
2	2	1	*	XP_013437116.1	*	XP_013229041.1	*
2	2	1	*	XP_013440008.1	*	XP_013233360.1	*
2	2	1	*	XP_013439438.1	*	XP_013233371.1	*
2	2	1	*	XP_013439434.1	*	XP_013233372.1	*
2	2	1	*	XP_013437117.1	*	XP_013229040.1	*
2	2	1	*	XP_013433880.1	*	XP_013229038.1	*
2	2	1	*	XP_013432953.1	*	XP_013233389.1	*
2	2	1	*	XP_013434039.1	*	XP_013233391.1	*
2	2	1	*	XP_013434040.1	*	XP_013233392.1	*
2	2	1	*	XP_013440544.1	*	XP_013229063.1	*
2	2	1	*	XP_013433828.1	*	XP_013233311.1	*
2	2	1	*	XP_013433830.1	*	XP_013233313.1	*
2	2	1	*	XP_013434978.1	*	XP_013233317.1	*
2	2	1	*	XP_013434979.1	*	XP_013233318.1	*
2	2	1	*	XP_013434984.1	*	XP_013233322.1	*
2	2	1	*	XP_013434986.1	*	XP_013233323.1	*
2	2	1	*	XP_013436392.1	*	XP_013233329.1	*
2	2	1	*	XP_013440543.1	*	XP_013229064.1	*
2	2	1	*	XP_013440034.1	*	XP_013233332.1	*
2	2	1	*	XP_013433941.1	*	XP_013229032.1	*
2	2	1	*	XP_013440033.1	*	XP_013233333.1	*
2	2	1	*	XP_013440547.1	*	XP_013229061.1	*
2	2	1	*	XP_013440548.1	*	XP_013229060.1	*
2	2	1	*	XP_013440032.1	*	XP_013233334.1	*
2	2	1	*	XP_013440029.1	*	XP_013233338.1	*
2	2	1	*	XP_013440549.1	*	XP_013229059.1	*
2	2	1	*	XP_013440024.1	*	XP_013233343.1	*
2	2	1	*	XP_013440551.1	*	XP_013229057.1	*
2	2	1	*	XP_013440552.1	*	XP_013229056.1	*
2	2	1	*	XP_013438001.1	*	XP_013233478.1	*
2	2	1	*	XP_013433861.1	*	XP_013233451.1	*
2	2	1	*	XP_013436348.1	*	XP_013228980.1	*
2	2	1	*	XP_013436349.1	*	XP_013228978.1	*
2	2	1	*	XP_013436350.1	*	XP_013228977.1	*
2	2	1	*	XP_013433867.1	*	XP_013233457.1	*
2	2	1	*	XP_013434524.1	*	XP_013228955.1	*
2	2	1	*	XP_013433869.1	*	XP_013233459.1	*
2	2	1	*	XP_013434310.1	*	XP_013233473.1	*
2	2	1	*	XP_013433374.1	*	XP_013228953.1	*
2	2	1	*	XP_013433859.1	*	XP_013233450.1	*
2	2	1	*	XP_013438197.1	*	XP_013233489.1	*
2	2	1	*	XP_013438198.1	*	XP_013233490.1	*
2	2	1	*	XP_013433586.1	*	XP_013228932.1	*
2	2	1	*	XP_013434067.1	*	XP_013233492.1	*
2	2	1	*	XP_013433589.1	*	XP_013228929.1	*
2	2	1	*	XP_013433590.1	*	XP_013228928.1	*
2	2	1	*	XP_013439515.1	*	XP_013233493.1	*
2	2	1	*	XP_013433591.1	*	XP_013228927.1	*
2	2	1	*	XP_013432513.1	*	XP_013228919.1	*
2	2	1	*	XP_013438413.1	*	XP_013233423.1	*
2	2	1	*	XP_013433940.1	*	XP_013229031.1	*
2	2	1	*	XP_013436328.1	*	XP_013233395.1	*
2	2	1	*	XP_013438109.1	*	XP_013229029.1	*
2	2	1	*	XP_013436330.1	*	XP_013233397.1	*
2	2	1	*	XP_013438266.1	*	XP_013229026.1	*
2	2	1	*	XP_013437864.1	*	XP_013229021.1	*
2	2	1	*	XP_013432968.1	*	XP_013233400.1	*
2	2	1	*	XP_013435279.1	*	XP_013233410.1	*
2	2	1	*	XP_013438408.1	*	XP_013233417.1	*
2	2	1	*	XP_013437405.1	*	XP_013234315.1	*
2	2	1	*	XP_013435390.1	*	XP_013233427.1	*
2	2	1	*	XP_013436474.1	*	XP_013229002.1	*
2	2	1	*	XP_013436478.1	*	XP_013228998.1	*
2	2	1	*	XP_013434265.1	*	XP_013228992.1	*
2	2	1	*	XP_013434263.1	*	XP_013228990.1	*
2	2	1	*	XP_013434259.1	*	XP_013228986.1	*
2	2	1	*	XP_013434258.1	*	XP_013228985.1	*
2	2	1	*	XP_013435391.1	*	XP_013233428.1	*
2	2	1	*	XP_013440663.1	*	XP_013233443.1	*
5	5	0.448	CDJ53470.1	XP_013436778.1	XP_013250162.1	XP_013232137.1	XP_013335869.1
5	5	0.414	CDJ46058.1	XP_013439778.1	XP_013249837.1	XP_013232185.1	XP_013337181.1
5	5	0.905	CDJ46057.1	XP_013439777.1	XP_013249836.1	XP_013232184.1	XP_013337182.1
5	5	0.376	CDJ46056.1	XP_013439776.1	XP_013249835.1	XP_013232183.1	XP_013337183.1
4	4	0.535	CDJ48915.1	XP_013434550.1	XP_013246555.1	XP_013232181.1	*
5	5	0.928	CDJ48916.1	XP_013434559.1	XP_013246554.1	XP_013232172.1	XP_013334910.1
5	5	0.639	CDJ49878.1	XP_013437230.1	XP_013252850.1	XP_013232167.1	XP_013338623.1
3	3	0.77	CDJ53464.1	XP_013436772.1	*	XP_013232143.1	*
5	5	0.568	CDJ53466.1	XP_013436775.1	XP_013250167.1	XP_013232140.1	XP_013335864.1
5	5	0.741	CDJ53467.1	XP_013436776.1	XP_013250166.1	XP_013232139.1	XP_013335866.1
5	5	0.682	CDJ53469.1	XP_013436777.1	XP_013250163.1	XP_013232138.1	XP_013335868.1
5	5	0.721	CDJ46059.1	XP_013439779.1	XP_013249838.1	XP_013232186.1	XP_013337180.1
5	5	0.426	CDJ53471.1	XP_013436780.1	XP_013250161.1	XP_013232135.1	XP_013335870.1
5	5	0.846	CDJ53472.1	XP_013436781.1	XP_013250160.1	XP_013232134.1	XP_013335871.1
5	5	0.728	CDJ53473.1	XP_013436782.1	XP_013250159.1	XP_013232133.1	XP_013335872.1
5	5	0.61	CDJ47568.1	XP_013436791.1	XP_013247476.1	XP_013232124.1	XP_013338189.1
5	5	0.505	CDJ51277.1	XP_013438488.1	XP_013249160.1	XP_013232120.1	XP_013334946.1
5	5	0.815	CDJ46901.1	XP_013438485.1	XP_013249157.1	XP_013232117.1	XP_013334943.1
5	5	0.687	CDJ46902.1	XP_013438484.1	XP_013249156.1	XP_013232116.1	XP_013334942.1
5	5	0.803	CDJ46904.1	XP_013438483.1	XP_013249155.1	XP_013232115.1	XP_013334941.1
5	5	0.673	CDJ46906.1	XP_013438480.1	XP_013249153.1	XP_013232112.1	XP_013334939.1
4	4	0.861	CDJ46907.1	XP_013438479.1	*	XP_013232111.1	XP_013334938.1
4	4	0.803	CDJ52739.1	XP_013438854.1	*	XP_013232206.1	XP_013337558.1
5	5	0.789	CDJ53852.1	XP_013432936.1	XP_013247457.1	XP_013232232.1	XP_013333953.1
5	5	0.794	CDJ52727.1	XP_013437253.1	XP_013251508.1	XP_013232224.1	XP_013336868.1
5	5	0.817	CDJ52738.1	XP_013438870.1	XP_013251498.1	XP_013232221.1	XP_013337561.1
5	5	0.811	CDJ52737.1	XP_013438869.1	XP_013251499.1	XP_013232220.1	XP_013336579.1
3	3	0.836	CDJ52735.1	XP_013438866.1	*	XP_013232217.1	*
3	3	0.893	CDJ52734.1	XP_013438865.1	*	XP_013232216.1	*
5	5	0.634	CDJ52732.1	XP_013438861.1	XP_013251502.1	XP_013232212.1	XP_013336576.1
5	5	0.64	CDJ52731.1	XP_013438859.1	XP_013251503.1	XP_013232210.1	XP_013336574.1
5	5	0.891	CDJ52729.1	XP_013438858.1	XP_013251506.1	XP_013232209.1	XP_013336870.1
5	5	0.696	CDJ52730.1	XP_013438856.1	XP_013251504.1	XP_013232207.1	XP_013336686.1
5	5	0.708	CDJ46908.1	XP_013438478.1	XP_013249151.1	XP_013232110.1	XP_013334937.1
5	5	0.797	CDJ52740.1	XP_013438853.1	XP_013251496.1	XP_013232205.1	XP_013337559.1
5	5	0.65	CDJ46073.1	XP_013434692.1	XP_013249851.1	XP_013232202.1	XP_013335827.1
5	5	0.553	CDJ46068.1	XP_013434689.1	XP_013249843.1	XP_013232199.1	XP_013335334.1
4	4	0.817	CDJ46066.1	XP_013434687.1	XP_013249844.1	XP_013232198.1	*
5	5	0.795	CDJ46065.1	XP_013434686.1	XP_013249845.1	XP_013232197.1	XP_013337541.1
5	5	0.842	CDJ46069.1	XP_013439788.1	XP_013249846.1	XP_013232195.1	XP_013337542.1
5	5	0.647	CDJ46070.1	XP_013439786.1	XP_013249848.1	XP_013232193.1	XP_013337544.1
5	5	0.745	CDJ46064.1	XP_013439784.1	XP_013249842.1	XP_013232191.1	XP_013335333.1
4	4	0.687	CDJ46061.1	XP_013439781.1	*	XP_013232188.1	XP_013334840.1
4	4	0.527	CDJ46060.1	XP_013439780.1	*	XP_013232187.1	XP_013334841.1
5	5	0.501	CDJ47311.1	XP_013436669.1	XP_013252770.1	XP_013231992.1	XP_013332786.1
5	5	0.837	CDJ46317.1	XP_013434764.1	XP_013249667.1	XP_013232020.1	XP_013337868.1
4	4	0.547	CDJ51527.1	XP_013436923.1	XP_013249509.1	XP_013232013.1	*
5	5	0.623	CDJ50680.1	XP_013434326.1	XP_013246760.1	XP_013232008.1	XP_013337322.1
5	5	0.728	CDJ50323.1	XP_013434325.1	XP_013249358.1	XP_013232007.1	XP_013337323.1
5	5	0.515	CDJ50322.1	XP_013438646.1	XP_013249441.1	XP_013232006.1	XP_013334333.1
5	5	0.6	CDJ50320.1	XP_013434831.1	XP_013248013.1	XP_013232003.1	XP_013337576.1
5	5	0.745	CDJ50318.1	XP_013434829.1	XP_013247092.1	XP_013232001.1	XP_013337574.1
5	5	0.608	CDJ48209.1	XP_013434828.1	XP_013247091.1	XP_013232000.1	XP_013337573.1
5	5	0.39	CDJ48208.1	XP_013434827.1	XP_013247090.1	XP_013231999.1	XP_013337572.1
5	5	0.705	CDJ48212.1	XP_013434826.1	XP_013249174.1	XP_013231998.1	XP_013337513.1
5	5	0.541	CDJ46311.1	XP_013434761.1	XP_013249661.1	XP_013232023.1	XP_013337873.1
3	3	0.568	CDJ50170.1	XP_013441061.1	*	XP_013231980.1	*
4	4	0.53	CDJ45956.1	XP_013438519.1	*	XP_013231950.1	XP_013333542.1
5	5	0.742	CDJ45957.1	XP_013438518.1	XP_013250747.1	XP_013231949.1	XP_013333541.1
5	5	0.831	CDJ50657.1	XP_013433525.1	XP_013251999.1	XP_013231938.1	XP_013335384.1
5	5	0.835	CDJ50656.1	XP_013433524.1	XP_013251998.1	XP_013231937.1	XP_013335383.1
5	5	0.795	CDJ50655.1	XP_013433522.1	XP_013247279.1	XP_013231935.1	XP_013335379.1
5	5	0.575	CDJ50654.1	XP_013433521.1	XP_013247277.1	XP_013231934.1	XP_013336470.1
4	4	0.778	CDJ50653.1	XP_013433519.1	XP_013248965.1	XP_013231932.1	*
3	3	0.8	CDJ53679.1	XP_013433512.1	*	XP_013231927.1	*
5	5	0.697	CDJ53676.1	XP_013433509.1	XP_013249805.1	XP_013231924.1	XP_013336439.1
5	5	0.795	CDJ51051.1	XP_013433559.1	XP_013251325.1	XP_013232072.1	XP_013335125.1
4	4	0.443	CDJ51727.1	*	XP_013250189.1	XP_013232099.1	XP_013335756.1
5	5	0.409	CDJ52643.1	XP_013433426.1	XP_013247437.1	XP_013232091.1	XP_013337406.1
5	5	0.748	CDJ54036.1	XP_013433422.1	XP_013246505.1	XP_013232087.1	XP_013335359.1
5	5	0.655	CDJ54088.1	XP_013433421.1	XP_013252395.1	XP_013232086.1	XP_013333663.1
5	5	0.536	CDJ54084.1	XP_013433418.1	XP_013252401.1	XP_013232083.1	XP_013338204.1
5	5	0.18	CDJ54085.1	XP_013433416.1	XP_013252400.1	XP_013232081.1	XP_013333668.1
5	5	0.746	CDJ54086.1	XP_013433415.1	XP_013252399.1	XP_013232080.1	XP_013333667.1
5	5	0.76	CDJ54087.1	XP_013433414.1	XP_013252398.1	XP_013232079.1	XP_013333666.1
5	5	0.576	CDJ54035.1	XP_013433562.1	XP_013246504.1	XP_013232075.1	XP_013335358.1
4	4	0.777	CDJ51052.1	XP_013433560.1	XP_013251326.1	XP_013232073.1	*
4	4	0.776	CDJ52685.1	XP_013433785.1	XP_013250818.1	XP_013232233.1	*
5	5	0.55	CDJ51050.1	XP_013433558.1	XP_013251324.1	XP_013232071.1	XP_013335126.1
5	5	0.215	CDJ51048.1	XP_013433557.1	XP_013251322.1	XP_013232070.1	XP_013337548.1
5	5	0.889	CDJ48511.1	XP_013440286.1	XP_013251016.1	XP_013232060.1	XP_013333631.1
3	3	0.934	CDJ51573.1	*	XP_013246879.1	XP_013232047.1	*
4	4	0.66	CDJ48778.1	XP_013434167.1	XP_013253214.1	XP_013232042.1	*
2	2	1	CDJ51496.1	*	*	XP_013232038.1	*
5	5	0.16	CDJ46308.1	XP_013434758.1	XP_013249658.1	XP_013232026.1	XP_013337876.1
4	4	0.884	CDJ46309.1	XP_013434759.1	*	XP_013232025.1	XP_013337875.1
5	5	0.564	CDJ46310.1	XP_013434760.1	XP_013249660.1	XP_013232024.1	XP_013337874.1
5	5	0.395	CDJ52091.1	XP_013437702.1	XP_013252599.1	XP_013232441.1	XP_013334821.1
2	2	1	CDJ53587.1	*	*	XP_013232495.1	*
5	5	0.676	CDJ47493.1	XP_013440774.1	XP_013249232.1	XP_013232489.1	XP_013333481.1
4	4	0.792	CDJ51362.1	XP_013434540.1	XP_013252928.1	XP_013232484.1	*
5	5	0.693	CDJ50745.1	XP_013435812.1	XP_013246616.1	XP_013232478.1	XP_013334742.1
4	4	0.711	CDJ50744.1	XP_013435816.1	XP_013252280.1	XP_013232475.1	*
5	5	0.402	CDJ53224.1	XP_013439463.1	XP_013252281.1	XP_013232474.1	XP_013335509.1
4	4	0.553	CDJ51933.1	XP_013435656.1	*	XP_013232465.1	XP_013338116.1
5	5	0.705	CDJ46303.1	XP_013438375.1	XP_013249165.1	XP_013232456.1	XP_013337390.1
2	2	1	CDJ52093.1	*	*	XP_013232452.1	*
5	5	0.756	CDJ52238.1	XP_013437705.1	XP_013252184.1	XP_013232445.1	XP_013334833.1
5	5	0.5	CDJ46227.1	XP_013439183.1	XP_013250141.1	XP_013232505.1	XP_013337787.1
5	5	0.698	CDJ52089.1	XP_013437699.1	XP_013252601.1	XP_013232438.1	XP_013334823.1
5	5	0.558	CDJ52087.1	XP_013437698.1	XP_013252602.1	XP_013232437.1	XP_013334824.1
5	5	0.859	CDJ52086.1	XP_013437697.1	XP_013252603.1	XP_013232436.1	XP_013334825.1
5	5	0.624	CDJ52084.1	XP_013437696.1	XP_013252605.1	XP_013232435.1	XP_013334827.1
5	5	0.53	CDJ52083.1	XP_013437695.1	XP_013246936.1	XP_013232434.1	XP_013334828.1
5	5	0.298	CDJ52082.1	XP_013437694.1	XP_013246937.1	XP_013232433.1	XP_013334829.1
5	5	0.788	CDJ52081.1	XP_013437693.1	XP_013252187.1	XP_013232432.1	XP_013334830.1
5	5	0.464	CDJ52092.1	XP_013433200.1	XP_013248818.1	XP_013232428.1	XP_013334819.1
5	5	0.689	CDJ52696.1	XP_013435438.1	XP_013250959.1	XP_013232427.1	XP_013334382.1
5	5	0.607	CDJ52695.1	XP_013435437.1	XP_013250960.1	XP_013232426.1	XP_013334383.1
3	3	0.769	CDJ50561.1	*	XP_013253026.1	XP_013232550.1	*
5	5	0.334	CDJ51721.1	XP_013435549.1	XP_013250183.1	XP_013232582.1	XP_013335763.1
5	5	0.474	CDJ51722.1	XP_013435547.1	XP_013250184.1	XP_013232580.1	XP_013335761.1
4	4	0.513	CDJ51712.1	XP_013435541.1	XP_013252042.1	XP_013232576.1	*
4	4	0.288	CDJ46800.1	XP_013435535.1	XP_013251670.1	XP_013232570.1	*
5	5	0.24	CDJ49783.1	XP_013435534.1	XP_013251669.1	XP_013232569.1	XP_013333777.1
5	5	0.701	CDJ49782.1	XP_013435532.1	XP_013251667.1	XP_013232568.1	XP_013333779.1
5	5	0.471	CDJ46854.1	XP_013435528.1	XP_013249108.1	XP_013232564.1	XP_013333782.1
5	5	0.683	CDJ46861.1	XP_013435522.1	XP_013246603.1	XP_013232557.1	XP_013334795.1
4	4	0.732	CDJ46860.1	XP_013435521.1	XP_013246604.1	XP_013232556.1	*
5	5	0.387	CDJ51442.1	XP_013435520.1	XP_013246729.1	XP_013232555.1	XP_013336104.1
5	5	0.708	CDJ52693.1	XP_013435436.1	XP_013250961.1	XP_013232425.1	XP_013338110.1
5	5	0.749	CDJ49411.1	XP_013438665.1	XP_013252369.1	XP_013232536.1	XP_013335172.1
5	5	0.52	CDJ49412.1	XP_013438663.1	XP_013252367.1	XP_013232534.1	XP_013335171.1
5	5	0.493	CDJ49413.1	XP_013438662.1	XP_013252366.1	XP_013232533.1	XP_013335170.1
5	5	0.386	CDJ47343.1	XP_013439892.1	XP_013251679.1	XP_013232513.1	XP_013333220.1
5	5	0.612	CDJ47344.1	XP_013439891.1	XP_013251680.1	XP_013232512.1	XP_013333221.1
4	4	0.557	CDJ47345.1	XP_013439890.1	XP_013251681.1	XP_013232511.1	*
5	5	0.726	CDJ47346.1	XP_013439889.1	XP_013251683.1	XP_013232510.1	XP_013333222.1
3	3	0.597	CDJ48614.1	*	XP_013247612.1	XP_013232508.1	*
5	5	0.456	CDJ48613.1	XP_013436055.1	XP_013247614.1	XP_013232507.1	XP_013334461.1
5	5	0.67	CDJ53809.1	XP_013440999.1	XP_013246507.1	XP_013232284.1	XP_013333563.1
5	5	0.773	CDJ48405.1	XP_013438228.1	XP_013249041.1	XP_013232320.1	XP_013333066.1
5	5	0.637	CDJ48404.1	XP_013438226.1	XP_013249042.1	XP_013232318.1	XP_013333067.1
5	5	0.846	CDJ54091.1	XP_013438224.1	XP_013249044.1	XP_013232316.1	XP_013334862.1
5	5	0.777	CDJ45753.1	XP_013438222.1	XP_013249046.1	XP_013232315.1	XP_013337395.1
5	5	0.397	CDJ51378.1	XP_013437353.1	XP_013247580.1	XP_013232311.1	XP_013337398.1
4	4	0.591	CDJ51379.1	XP_013437354.1	*	XP_013232310.1	XP_013334969.1
5	5	0.702	CDJ51380.1	XP_013437355.1	XP_013247581.1	XP_013232309.1	XP_013334970.1
4	4	0.779	CDJ48586.1	XP_013435969.1	XP_013248644.1	XP_013232299.1	*
5	5	0.387	CDJ50218.1	XP_013438146.1	XP_013247748.1	XP_013232291.1	XP_013334518.1
5	5	0.698	CDJ53807.1	XP_013441001.1	XP_013251111.1	XP_013232286.1	XP_013333565.1
5	5	0.53	CDJ48406.1	XP_013438229.1	XP_013249040.1	XP_013232321.1	XP_013333065.1
5	5	0.822	CDJ53813.1	XP_013440994.1	XP_013247415.1	XP_013232281.1	XP_013338305.1
5	5	0.844	CDJ53814.1	XP_013440993.1	XP_013247416.1	XP_013232280.1	XP_013338304.1
4	4	0.812	CDJ54059.1	XP_013440988.1	XP_013246538.1	XP_013232275.1	*
4	4	0.902	CDJ54058.1	XP_013440987.1	XP_013246537.1	XP_013232274.1	*
5	5	0.787	CDJ51084.1	XP_013433749.1	XP_013250647.1	XP_013232270.1	XP_013336922.1
5	5	0.558	CDJ51085.1	XP_013433750.1	XP_013250646.1	XP_013232269.1	XP_013336921.1
5	5	0.645	CDJ51086.1	XP_013433752.1	XP_013250645.1	XP_013232267.1	XP_013336920.1
5	5	0.895	CDJ51088.1	XP_013433755.1	XP_013250643.1	XP_013232264.1	XP_013336917.1
5	5	0.83	CDJ51090.1	XP_013433757.1	XP_013250641.1	XP_013232262.1	XP_013336915.1
4	4	0.339	CDJ52078.1	XP_013433770.1	XP_013250829.1	XP_013232248.1	*
4	4	0.587	CDJ50773.1	XP_013438819.1	*	XP_013232372.1	XP_013338127.1
5	5	0.47	CDJ51945.1	XP_013440748.1	XP_013247555.1	XP_013232393.1	XP_013337187.1
3	3	0.692	CDJ52977.1	XP_013440747.1	*	XP_013232392.1	*
5	5	0.801	CDJ52981.1	XP_013440742.1	XP_013253049.1	XP_013232387.1	XP_013336826.1
5	5	0.762	CDJ52982.1	XP_013440741.1	XP_013253048.1	XP_013232386.1	XP_013336825.1
5	5	0.812	CDJ52983.1	XP_013440740.1	XP_013253047.1	XP_013232385.1	XP_013336824.1
5	5	0.513	CDJ52987.1	XP_013440738.1	XP_013253045.1	XP_013232383.1	XP_013336822.1
5	5	0.82	CDJ52986.1	XP_013440737.1	XP_013253044.1	XP_013232382.1	XP_013337068.1
5	5	0.559	CDJ50253.1	XP_013438830.1	XP_013248564.1	XP_013232377.1	XP_013337326.1
5	5	0.524	CDJ50770.1	XP_013438822.1	XP_013252118.1	XP_013232375.1	XP_013338128.1
5	5	0.814	CDJ50772.1	XP_013438820.1	XP_013252116.1	XP_013232373.1	XP_013338130.1
5	5	0.554	CDJ53675.1	XP_013433506.1	XP_013249804.1	XP_013231921.1	XP_013336440.1
5	5	0.663	CDJ50776.1	XP_013438817.1	XP_013252114.1	XP_013232371.1	XP_013333464.1
5	5	0.783	CDJ50778.1	XP_013438816.1	XP_013252113.1	XP_013232370.1	XP_013333465.1
4	4	0.923	CDJ50779.1	XP_013438815.1	*	XP_013232369.1	XP_013333466.1
4	4	0.838	CDJ50083.1	XP_013434814.1	*	XP_013232332.1	XP_013335281.1
5	5	0.463	CDJ50080.1	XP_013435263.1	XP_013249031.1	XP_013232331.1	XP_013335275.1
5	5	0.597	CDJ50079.1	XP_013435260.1	XP_013249032.1	XP_013232330.1	XP_013335274.1
5	5	0.795	CDJ48411.1	XP_013438234.1	XP_013249034.1	XP_013232326.1	XP_013333060.1
5	5	0.859	CDJ48409.1	XP_013438232.1	XP_013249036.1	XP_013232324.1	XP_013333062.1
5	5	0.321	CDJ48407.1	XP_013438230.1	XP_013249039.1	XP_013232322.1	XP_013333064.1
4	4	0.603	CDJ48546.1	XP_013435627.1	*	XP_013231278.1	XP_013337383.1
5	5	0.687	CDJ48554.1	XP_013433802.1	XP_013248452.1	XP_013231300.1	XP_013335976.1
5	5	0.594	CDJ51806.1	XP_013433797.1	XP_013248448.1	XP_013231295.1	XP_013332965.1
5	5	0.597	CDJ46632.1	XP_013433794.1	XP_013249969.1	XP_013231292.1	XP_013336395.1
5	5	0.424	CDJ46630.1	XP_013433791.1	XP_013249967.1	XP_013231288.1	XP_013336393.1
5	5	0.773	CDJ46629.1	XP_013433790.1	XP_013249966.1	XP_013231287.1	XP_013336392.1
5	5	0.854	CDJ46628.1	XP_013433789.1	XP_013249965.1	XP_013231286.1	XP_013336391.1
5	5	0.63	CDJ46627.1	XP_013433788.1	XP_013249964.1	XP_013231285.1	XP_013336390.1
5	5	0.831	CDJ46626.1	XP_013433787.1	XP_013249963.1	XP_013231284.1	XP_013334979.1
5	5	0.653	CDJ46625.1	XP_013433786.1	XP_013249962.1	XP_013231283.1	XP_013334978.1
3	3	0.975	CDJ48547.1	XP_013435628.1	*	XP_013231279.1	*
5	5	0.647	CDJ48552.1	XP_013433842.1	XP_013251526.1	XP_013231303.1	XP_013335974.1
5	5	0.805	CDJ48545.1	XP_013435626.1	XP_013251522.1	XP_013231277.1	XP_013337384.1
4	4	0.874	CDJ48542.1	XP_013435624.1	XP_013251519.1	XP_013231273.1	*
4	4	0.768	CDJ48541.1	XP_013435623.1	*	XP_013231272.1	XP_013336795.1
4	4	0.56	CDJ48534.1	XP_013440128.1	XP_013251513.1	XP_013231264.1	*
3	3	0.258	CDJ54251.1	XP_013439983.1	*	XP_013231252.1	*
5	5	0.418	CDJ51649.1	XP_013439980.1	XP_013249328.1	XP_013231249.1	XP_013335395.1
5	5	0.317	CDJ47243.1	XP_013441022.1	XP_013251820.1	XP_013231248.1	XP_013335065.1
5	5	0.666	CDJ52906.1	XP_013434485.1	XP_013252860.1	XP_013231241.1	XP_013336315.1
5	5	0.369	CDJ49640.1	XP_013434479.1	XP_013251446.1	XP_013231233.1	XP_013333177.1
5	5	0.307	CDJ49644.1	XP_013434478.1	XP_013251447.1	XP_013231232.1	XP_013333176.1
5	5	0.729	CDJ48549.1	XP_013439808.1	XP_013251524.1	XP_013231320.1	XP_013332709.1
4	4	0.874	CDJ48630.1	XP_013434085.1	XP_013252645.1	XP_013231380.1	*
5	5	0.427	CDJ53763.1	XP_013436620.1	XP_013247714.1	XP_013231379.1	XP_013335638.1
4	4	0.802	CDJ45685.1	XP_013439719.1	XP_013250265.1	XP_013231373.1	*
5	5	0.808	CDJ45684.1	XP_013439717.1	XP_013250263.1	XP_013231371.1	XP_013333088.1
5	5	0.693	CDJ45670.1	XP_013432819.1	XP_013250261.1	XP_013231343.1	XP_013334602.1
5	5	0.653	CDJ48185.1	XP_013439822.1	XP_013248539.1	XP_013231334.1	XP_013338240.1
5	5	0.261	CDJ46636.1	XP_013439813.1	XP_013249972.1	XP_013231325.1	XP_013335832.1
5	5	0.499	CDJ47237.1	XP_013439811.1	XP_013248388.1	XP_013231323.1	XP_013333839.1
5	5	0.82	CDJ46633.1	XP_013439810.1	XP_013249970.1	XP_013231322.1	XP_013336396.1
5	5	0.415	CDJ48550.1	XP_013439809.1	XP_013251525.1	XP_013231321.1	XP_013332710.1
5	5	0.303	CDJ48966.1	XP_013434474.1	XP_013249880.1	XP_013231228.1	XP_013333173.1
5	5	0.535	CDJ48548.1	XP_013439807.1	XP_013251523.1	XP_013231319.1	XP_013338526.1
5	5	0.44	CDJ51809.1	XP_013439804.1	XP_013248387.1	XP_013231316.1	XP_013334986.1
5	5	0.638	CDJ47235.1	XP_013439803.1	XP_013248865.1	XP_013231315.1	XP_013333841.1
5	5	0.612	CDJ47236.1	XP_013439802.1	XP_013248864.1	XP_013231314.1	XP_013333840.1
5	5	0.748	CDJ51175.1	XP_013439801.1	XP_013248873.1	XP_013231313.1	XP_013333849.1
5	5	0.66	CDJ51176.1	XP_013439800.1	XP_013248872.1	XP_013231312.1	XP_013333848.1
5	5	0.825	CDJ51178.1	XP_013439796.1	XP_013248870.1	XP_013231309.1	XP_013333847.1
5	5	0.564	CDJ47230.1	XP_013439795.1	XP_013248869.1	XP_013231308.1	XP_013333845.1
5	5	0.499	CDJ47232.1	XP_013439794.1	XP_013248867.1	XP_013231307.1	XP_013333844.1
5	5	0.885	CDJ47233.1	XP_013439793.1	XP_013248866.1	XP_013231306.1	XP_013333843.1
5	5	0.448	CDJ53772.1	XP_013438389.1	XP_013246642.1	XP_013231160.1	XP_013336278.1
5	5	0.51	CDJ49821.1	XP_013432649.1	XP_013253120.1	XP_013231196.1	XP_013332758.1
5	5	0.797	CDJ49829.1	XP_013432652.1	XP_013253110.1	XP_013231193.1	XP_013336354.1
5	5	0.451	CDJ49830.1	XP_013432654.1	XP_013253109.1	XP_013231191.1	XP_013336355.1
5	5	0.684	CDJ49831.1	XP_013432655.1	XP_013253108.1	XP_013231190.1	XP_013336356.1
5	5	0.868	CDJ49832.1	XP_013432656.1	XP_013249179.1	XP_013231189.1	XP_013336357.1
5	5	0.53	CDJ49833.1	XP_013432657.1	XP_013249180.1	XP_013231188.1	XP_013336358.1
5	5	0.799	CDJ49834.1	XP_013432660.1	XP_013249181.1	XP_013231185.1	XP_013336359.1
