# Species	Genes	Alg.-Conn.	GCF_000208865.1_ASM20886v2_protein.faa	GCF_001601855.1_ASM160185v1_protein.faa	GCF_002563875.1_Bbes1.0_protein.faa	GCF_900002375.2_GCA_900002375_protein.faa	GCF_900005765.1_PRELSG_protein.faa
3	3	0.956	*	XP_012763617.2	*	XP_034421618.1	XP_028533088.1
3	3	0.933	*	XP_012763593.2	*	XP_034421640.1	XP_028533064.1
3	3	0.945	*	XP_012763620.2	*	XP_034421615.1	XP_028533091.1
3	3	0.886	*	XP_012763622.2	*	XP_034421613.1	XP_028533093.1
3	3	0.97	*	XP_012763623.2	*	XP_034421612.1	XP_028533094.1
3	3	0.734	*	XP_012763625.1	*	XP_034421610.1	XP_028533096.1
3	3	0.93	*	XP_012763626.2	*	XP_034421609.1	XP_028533097.1
3	3	0.751	*	XP_012763627.2	*	XP_034421608.1	XP_028533098.1
3	3	0.726	*	XP_019970319.1	*	XP_034421607.1	XP_028533099.1
3	3	0.862	*	XP_012763629.1	*	XP_034421606.1	XP_028533100.1
3	3	0.956	*	XP_019970320.1	*	XP_034421605.1	XP_028533101.1
3	3	0.784	*	XP_012763632.2	*	XP_034421603.1	XP_028533103.1
3	3	0.973	*	XP_012763633.2	*	XP_034421602.1	XP_028533104.1
3	3	0.905	*	XP_012763634.2	*	XP_034421601.1	XP_028533105.1
3	3	0.93	*	XP_012763635.2	*	XP_034421600.1	XP_028533106.1
3	3	0.973	*	XP_012763637.2	*	XP_034421598.1	XP_028533108.1
3	3	0.85	*	XP_012763549.2	*	XP_034421681.1	XP_028533021.1
3	3	0.913	*	XP_012763528.1	*	XP_034421703.1	XP_028532999.1
3	3	0.976	*	XP_012763529.1	*	XP_034421702.1	XP_028533000.1
3	3	0.928	*	XP_012763530.2	*	XP_034421701.1	XP_028533001.1
3	3	0.792	*	XP_012763531.2	*	XP_034421700.1	XP_028533002.1
3	3	0.96	*	XP_012763532.2	*	XP_034421699.1	XP_028533004.1
3	3	0.961	*	XP_012763533.2	*	XP_034421698.1	XP_028533005.1
3	3	0.918	*	XP_012763534.2	*	XP_034421697.1	XP_028533006.1
3	3	0.953	*	XP_012763535.1	*	XP_034421696.1	XP_028533007.1
3	3	0.982	*	XP_012763539.2	*	XP_034421692.1	XP_028533011.1
3	3	0.964	*	XP_012763540.2	*	XP_034421691.1	XP_028533012.1
3	3	0.907	*	XP_012763542.2	*	XP_034421689.1	XP_028533014.1
3	3	0.87	*	XP_012763544.2	*	XP_034421687.1	XP_028533016.1
3	3	0.871	*	XP_012763547.2	*	XP_034421683.1	XP_028533019.1
3	3	0.858	*	XP_012763548.2	*	XP_034421682.1	XP_028533020.1
3	3	0.923	*	XP_012763640.2	*	XP_034421595.1	XP_028533111.1
3	3	0.819	*	XP_012763552.2	*	XP_034421678.1	XP_028533024.1
3	3	0.93	*	XP_012763553.1	*	XP_034421677.1	XP_028533025.1
3	3	0.865	*	XP_012763563.2	*	XP_034421669.1	XP_028533034.1
3	3	0.92	*	XP_019970309.1	*	XP_034421662.1	XP_028533041.1
3	3	0.817	*	XP_012763572.2	*	XP_034421660.1	XP_028533043.1
3	3	0.679	*	XP_012763574.2	*	XP_034421658.1	XP_028533045.1
3	3	0.849	*	XP_012763576.2	*	XP_034421656.1	XP_028533047.1
3	3	0.873	*	XP_012763577.2	*	XP_034421655.1	XP_028533048.1
3	3	0.899	*	XP_012763578.2	*	XP_034421654.1	XP_028533049.1
3	3	0.968	*	XP_012763580.2	*	XP_034421652.1	XP_028533051.1
3	3	0.889	*	XP_012763586.1	*	XP_034421647.1	XP_028533057.1
3	3	0.937	*	XP_019970312.1	*	XP_034421644.1	XP_028533060.1
3	3	0.919	*	XP_012763590.2	*	XP_034421643.1	XP_028533061.1
3	3	0.828	*	XP_012763592.2	*	XP_034421641.1	XP_028533063.1
3	3	0.871	*	XP_012763740.2	*	XP_034421496.1	XP_028533215.1
3	3	0.845	*	XP_019970344.1	*	XP_034421521.1	XP_028533188.1
3	3	0.82	*	XP_012763715.2	*	XP_034421520.1	XP_028533189.1
3	3	0.748	*	XP_012763716.1	*	XP_034421519.1	XP_028533190.1
3	3	0.815	*	XP_012763720.2	*	XP_034421516.1	XP_028533194.1
3	3	0.862	*	XP_012763721.2	*	XP_034421515.1	XP_028533195.1
3	3	0.921	*	XP_012763722.2	*	XP_034421514.1	XP_028533196.1
3	3	0.96	*	XP_012763724.1	*	XP_034421512.1	XP_028533199.1
3	3	0.959	*	XP_012763725.2	*	XP_034421511.1	XP_028533200.1
3	3	0.766	*	XP_019970345.1	*	XP_034421510.1	XP_028533201.1
3	3	0.961	*	XP_012763729.1	*	XP_034421507.1	XP_028533204.1
3	3	0.956	*	XP_012763732.2	*	XP_034421504.1	XP_028533207.1
3	3	0.825	*	XP_012763733.2	*	XP_034421503.1	XP_028533208.1
3	3	0.843	*	XP_012763736.1	*	XP_034421500.1	XP_028533211.1
3	3	0.745	*	XP_012763737.2	*	XP_034421499.1	XP_028533212.1
3	3	0.928	*	XP_012763739.2	*	XP_034421497.1	XP_028533214.1
3	3	0.919	*	XP_019970342.1	*	XP_034421522.1	XP_028533187.1
3	3	0.921	*	XP_012763743.2	*	XP_034421493.1	XP_028533218.1
3	3	0.607	*	XP_012763744.2	*	XP_034421492.1	XP_028533219.1
3	3	0.792	*	XP_012763746.2	*	XP_034421490.1	XP_028533221.1
3	3	0.914	*	XP_012763750.2	*	XP_034421487.1	XP_028533225.1
3	3	0.795	*	XP_012763754.1	*	XP_034421483.1	XP_028533230.1
3	3	0.961	*	XP_012763757.2	*	XP_034421481.1	XP_028533233.1
3	3	0.929	*	XP_012763758.1	*	XP_034421480.1	XP_028533234.1
3	3	0.824	*	XP_012763759.2	*	XP_034421479.1	XP_028533235.1
3	3	0.861	*	XP_012763762.2	*	XP_034421476.1	XP_028533238.1
3	3	0.958	*	XP_012763765.2	*	XP_034421473.1	XP_028533241.1
3	3	0.808	*	XP_012763767.2	*	XP_034421471.1	XP_028533243.1
3	3	0.926	*	XP_012763768.2	*	XP_034421470.1	XP_028533244.1
3	3	0.955	*	XP_012763770.2	*	XP_034421468.1	XP_028533246.1
3	3	0.853	*	XP_012763772.2	*	XP_034421466.1	XP_028533248.1
3	3	0.955	*	XP_012763684.2	*	XP_034421552.1	XP_028533158.1
3	3	0.924	*	XP_012763643.2	*	XP_034421592.1	XP_028533114.1
3	3	0.929	*	XP_012763646.2	*	XP_034421589.1	XP_028533117.1
3	3	0.954	*	XP_012763649.2	*	XP_034421586.1	XP_028533120.1
3	3	0.962	*	XP_012763656.2	*	XP_034421580.1	XP_028533128.1
3	3	0.914	*	XP_012763664.2	*	XP_034421572.1	XP_028533136.1
3	3	0.865	*	XP_012763668.2	*	XP_034421569.1	XP_028533140.1
3	3	0.752	*	XP_012763669.2	*	XP_034421568.1	XP_028533141.1
3	3	0.733	*	XP_019970326.1	*	XP_034421567.1	XP_028533142.1
3	3	0.914	*	XP_019970328.1	*	XP_034421564.1	XP_028533145.1
3	3	0.801	*	XP_012763675.1	*	XP_034421562.1	XP_028533147.1
3	3	0.872	*	XP_012763677.1	*	XP_034421560.1	XP_028533149.1
3	3	0.913	*	XP_019970329.1	*	XP_034421559.1	XP_028533150.1
3	3	0.785	*	XP_012763680.2	*	XP_034421557.1	XP_028533152.1
3	3	0.674	*	XP_012763682.1	*	XP_034421555.1	XP_028533155.1
3	3	0.679	*	XP_012765084.2	*	XP_034422198.1	XP_028536121.1
3	3	0.913	*	XP_019970334.1	*	XP_034421550.1	XP_028533160.1
3	3	0.895	*	XP_019970337.1	*	XP_034421544.1	XP_028533166.1
3	3	0.741	*	XP_012763695.2	*	XP_034421540.1	XP_028533169.1
3	3	0.955	*	XP_012763696.2	*	XP_034421539.1	XP_028533170.1
3	3	0.675	*	XP_012763698.2	*	XP_034421537.1	XP_028533172.1
3	3	0.975	*	XP_012763699.1	*	XP_034421536.1	XP_028533173.1
3	3	0.856	*	XP_012763700.1	*	XP_034421535.1	XP_028533174.1
3	3	0.938	*	XP_019970339.1	*	XP_034421533.1	XP_028533177.1
3	3	0.958	*	XP_012763706.2	*	XP_034421529.1	XP_028533181.1
2	2	1	*	XP_012763707.2	*	XP_034421528.1	*
3	3	0.938	*	XP_012763708.2	*	XP_034421527.1	XP_028533182.1
3	3	0.675	*	XP_019970341.1	*	XP_034421525.1	XP_028533184.1
3	3	0.548	*	XP_012763711.2	*	XP_034421524.1	XP_028533185.1
3	3	0.867	*	XP_012763712.2	*	XP_034421523.1	XP_028533186.1
3	3	0.81	*	XP_012761302.2	*	XP_034422832.1	XP_028532728.1
3	3	0.756	*	XP_012761282.2	*	XP_034422852.1	XP_028532749.1
3	3	0.834	*	XP_012761285.2	*	XP_034422849.1	XP_028532746.1
3	3	0.96	*	XP_012761286.2	*	XP_034422848.1	XP_028532745.1
3	3	0.851	*	XP_012761287.2	*	XP_034422847.1	XP_028532744.1
3	3	0.718	*	XP_012761288.2	*	XP_034422846.1	XP_028532743.1
3	3	0.919	*	XP_012761289.2	*	XP_034422845.1	XP_028532742.1
3	3	0.488	*	XP_019970852.1	*	XP_034422844.1	XP_028532740.1
3	3	0.935	*	XP_012761292.2	*	XP_034422842.1	XP_028532738.1
3	3	0.769	*	XP_012761293.2	*	XP_034422841.1	XP_028532737.1
3	3	0.86	*	XP_019970853.1	*	XP_034422839.1	XP_028532735.1
3	3	0.794	*	XP_012761296.2	*	XP_034422838.1	XP_028532734.1
3	3	0.959	*	XP_012761297.2	*	XP_034422837.1	XP_028532733.1
3	3	0.872	*	XP_012761298.2	*	XP_034422836.1	XP_028532732.1
3	3	0.755	*	XP_012761299.2	*	XP_034422835.1	XP_028532731.1
3	3	0.787	*	XP_012761301.1	*	XP_034422833.1	XP_028532729.1
3	3	0.67	*	XP_019970850.1	*	XP_034422853.1	XP_028532750.1
3	3	0.965	*	XP_012761303.2	*	XP_034422831.1	XP_028532727.1
3	3	0.953	*	XP_012761304.2	*	XP_034422830.1	XP_028532726.1
3	3	0.832	*	XP_012761305.2	*	XP_034422829.1	XP_028532725.1
3	3	0.962	*	XP_012761307.2	*	XP_034422827.1	XP_028532723.1
3	3	0.913	*	XP_012761308.2	*	XP_034422826.1	XP_028532722.1
3	3	0.746	*	XP_012761309.2	*	XP_034422825.1	XP_028532721.1
3	3	0.805	*	XP_012763199.2	*	XP_034422824.1	XP_028532720.1
3	3	0.752	*	XP_012763198.1	*	XP_034422823.1	XP_028532719.1
3	3	0.837	*	XP_012763197.2	*	XP_034422822.1	XP_028532718.1
3	3	0.758	*	XP_019970414.1	*	XP_034422820.1	XP_028532716.1
3	3	0.935	*	XP_012763194.1	*	XP_034422819.1	XP_028532715.1
3	3	0.954	*	XP_012763192.2	*	XP_034422817.1	XP_028532713.1
3	3	0.947	*	XP_012763185.2	*	XP_034422810.1	XP_028532706.1
3	3	0.949	*	XP_012763182.2	*	XP_034422807.1	XP_028532703.1
3	3	0.477	*	XP_019970608.1	*	XP_034422884.1	XP_028531441.1
3	3	0.897	*	XP_012762462.2	*	XP_034422913.1	XP_028531469.1
3	3	0.932	*	XP_019970551.1	*	XP_034422912.1	XP_028531468.1
3	3	0.88	*	XP_012762465.2	*	XP_034422910.1	XP_028531466.1
3	3	0.768	*	XP_012762467.2	*	XP_034422908.1	XP_028531464.1
3	3	0.81	*	XP_012762471.2	*	XP_034422905.1	XP_028531460.1
3	3	0.873	*	XP_012762472.2	*	XP_034422904.1	XP_028531459.1
3	3	0.941	*	XP_012762473.2	*	XP_034422903.1	XP_028531458.1
3	3	0.933	*	XP_012762212.2	*	XP_034422899.1	XP_028531455.1
3	3	0.724	*	XP_012762210.1	*	XP_034422897.1	XP_028531453.1
3	3	0.944	*	XP_012762209.2	*	XP_034422896.1	XP_028531452.1
3	3	0.776	*	XP_012762208.1	*	XP_034422895.1	XP_028531451.1
3	3	0.758	*	XP_012762205.2	*	XP_034422892.1	XP_028531448.1
3	3	0.889	*	XP_012762202.2	*	XP_034422889.1	XP_028531445.1
3	3	0.914	*	XP_012762201.2	*	XP_034422888.1	XP_028531444.1
3	3	0.935	*	XP_019970610.1	*	XP_034422885.1	XP_028531442.1
3	3	0.859	*	XP_012763180.2	*	XP_034422805.1	XP_028532701.1
3	3	1	*	XP_012762195.1	*	XP_034422882.1	XP_028531439.1
3	3	0.987	*	XP_012762193.2	*	XP_034422879.1	XP_028531437.1
3	3	0.951	*	XP_012762192.1	*	XP_034422878.1	XP_028531436.1
3	3	0.762	*	XP_012762191.2	*	XP_034422877.1	XP_028531435.1
3	3	0.904	*	XP_012762190.2	*	XP_034422876.1	XP_028531434.1
3	3	0.918	*	XP_012762188.2	*	XP_034422874.1	XP_028531432.1
3	3	0.875	*	XP_012762187.2	*	XP_034422873.1	XP_028531431.1
3	3	0.764	*	XP_019970607.1	*	XP_034422869.1	XP_028531427.1
3	3	0.941	*	XP_012762182.2	*	XP_034422868.1	XP_028531426.1
3	3	0.968	*	XP_019970845.1	*	XP_034422866.1	XP_028532763.1
3	3	0.763	*	XP_012761269.1	*	XP_034422865.1	XP_028532762.1
3	3	0.908	*	XP_012761270.2	*	XP_034422864.1	XP_028532761.1
3	3	0.872	*	XP_012761275.2	*	XP_034422859.1	XP_028532756.1
3	3	0.852	*	XP_019970847.1	*	XP_034422858.1	XP_028532755.1
3	3	0.806	*	XP_012763092.2	*	XP_034422714.1	XP_028532611.1
3	3	0.646	*	XP_012763128.2	*	XP_034422752.1	XP_028532648.1
2	2	1	*	XP_012763123.2	*	XP_034422746.1	*
3	3	0.942	*	XP_012763122.2	*	XP_034422745.1	XP_028532641.1
3	3	0.913	*	XP_012763120.2	*	XP_034422742.1	XP_028532638.1
3	3	0.945	*	XP_012763119.2	*	XP_034422741.1	XP_028532637.1
3	3	0.94	*	XP_012763118.2	*	XP_034422740.1	XP_028532636.1
3	3	0.779	*	XP_012763116.2	*	XP_034422738.1	XP_028532634.1
3	3	0.976	*	XP_012763115.2	*	XP_034422737.1	XP_028532633.1
3	3	0.841	*	XP_012763113.2	*	XP_034422735.1	XP_028532631.1
3	3	0.822	*	XP_012763111.2	*	XP_034422733.1	XP_028532629.1
3	3	0.985	*	XP_019970391.1	*	XP_034422727.1	XP_028532623.1
3	3	0.769	*	XP_012763103.2	*	XP_034422725.1	XP_028532621.1
3	3	0.809	*	XP_012763102.2	*	XP_034422724.1	XP_028532620.1
3	3	0.809	*	XP_012763096.1	*	XP_034422718.1	XP_028532615.1
3	3	0.56	*	XP_019970387.1	*	XP_034422717.1	XP_028532614.1
3	3	0.847	*	XP_012763129.2	*	XP_034422753.1	XP_028532649.1
3	3	0.96	*	XP_012763091.2	*	XP_034422713.1	XP_028532610.1
3	3	1	*	XP_012763090.2	*	XP_034422712.1	XP_028532609.1
3	3	0.995	*	XP_012763089.2	*	XP_034422711.1	XP_028532608.1
3	3	0.944	*	XP_012763088.2	*	XP_034422710.1	XP_028532607.1
3	3	0.944	*	XP_012763087.2	*	XP_034422709.1	XP_028532606.1
3	3	0.911	*	XP_012763086.2	*	XP_034422708.1	XP_028532605.1
3	3	0.923	*	XP_012763085.2	*	XP_034422707.1	XP_028532604.1
3	3	0.789	*	XP_012763084.2	*	XP_034422706.1	XP_028532603.1
3	3	0.949	*	XP_012763083.1	*	XP_034422705.1	XP_028532602.1
3	3	0.928	*	XP_012763081.2	*	XP_034422703.1	XP_028532600.1
3	3	0.897	*	XP_012763080.2	*	XP_034422702.1	XP_028532599.1
3	3	0.909	*	XP_019970384.1	*	XP_034422700.1	XP_028532596.1
3	3	0.861	*	XP_012763074.1	*	XP_034422697.1	XP_028532593.1
3	3	0.869	*	XP_012763072.2	*	XP_034422695.1	XP_028532591.1
3	3	0.964	*	XP_012763155.2	*	XP_034422780.1	XP_028532676.1
3	3	0.968	*	XP_012763179.2	*	XP_034422804.1	XP_028532700.1
3	3	0.772	*	XP_012763178.2	*	XP_034422803.1	XP_028532699.1
3	3	0.929	*	XP_012763176.2	*	XP_034422801.1	XP_028532697.1
3	3	0.87	*	XP_012763174.1	*	XP_034422799.1	XP_028532695.1
3	3	0.853	*	XP_019970410.1	*	XP_034422798.1	XP_028532694.1
3	3	0.766	*	XP_012763171.2	*	XP_034422796.1	XP_028532692.1
3	3	0.952	*	XP_012763170.2	*	XP_034422795.1	XP_028532691.1
3	3	0.832	*	XP_012763169.2	*	XP_034422794.1	XP_028532690.1
3	3	0.939	*	XP_012763168.2	*	XP_034422793.1	XP_028532689.1
3	3	0.838	*	XP_012763167.2	*	XP_034422792.1	XP_028532688.1
3	3	0.835	*	XP_012763165.2	*	XP_034422790.1	XP_028532686.1
3	3	0.95	*	XP_012763164.2	*	XP_034422789.1	XP_028532685.1
3	3	0.815	*	XP_012763157.2	*	XP_034422782.1	XP_028532678.1
3	3	0.902	*	XP_012763156.2	*	XP_034422781.1	XP_028532677.1
3	3	0.94	*	XP_012762460.2	*	XP_034422915.1	XP_028531471.1
3	3	0.847	*	XP_012763153.2	*	XP_034422778.1	XP_028532674.1
3	3	0.6	*	XP_012763152.1	*	XP_034422777.1	XP_028532673.1
3	3	0.982	*	XP_012763150.2	*	XP_034422775.1	XP_028532671.1
3	3	0.95	*	XP_019970409.1	*	XP_034422774.1	XP_028532670.1
3	3	0.884	*	XP_012763148.2	*	XP_034422773.1	XP_028532669.1
3	3	0.69	*	XP_019970406.1	*	XP_034422771.1	XP_028532667.1
3	3	0.968	*	XP_012763142.2	*	XP_034422767.1	XP_028532663.1
3	3	0.658	*	XP_019970400.1	*	XP_034422765.1	XP_028532661.1
3	3	0.922	*	XP_012763139.2	*	XP_034422764.1	XP_028532660.1
3	3	0.963	*	XP_012763138.2	*	XP_034422763.1	XP_028532659.1
3	3	0.867	*	XP_012763136.2	*	XP_034422761.1	XP_028532657.1
3	3	0.822	*	XP_019970399.1	*	XP_034422759.1	XP_028532655.1
3	3	0.898	*	XP_019970398.1	*	XP_034422756.1	XP_028532652.1
3	3	0.951	*	XP_012763130.2	*	XP_034422754.1	XP_028532650.1
3	3	0.833	*	XP_012761758.1	*	XP_034423067.1	XP_028533422.1
3	3	0.908	*	XP_012761791.2	*	XP_034423100.1	XP_028533389.1
3	3	0.879	*	XP_012761781.2	*	XP_034423090.1	XP_028533399.1
3	3	0.864	*	XP_012761780.2	*	XP_034423089.1	XP_028533400.1
3	3	0.962	*	XP_012761778.2	*	XP_034423087.1	XP_028533401.1
3	3	0.817	*	XP_012761777.1	*	XP_034423086.1	XP_028533402.1
3	3	0.761	*	XP_019970739.1	*	XP_034423083.1	XP_028533405.1
3	3	0.772	*	XP_019970738.1	*	XP_034423082.1	XP_028533406.1
3	3	0.815	*	XP_012761771.1	*	XP_034423080.1	XP_028533408.1
3	3	0.911	*	XP_012761770.1	*	XP_034423079.1	XP_028533409.1
3	3	0.986	*	XP_012761769.2	*	XP_034423078.1	XP_028533410.1
3	3	0.935	*	XP_012761768.2	*	XP_034423077.1	XP_028533411.1
3	3	0.832	*	XP_012761766.1	*	XP_034423075.1	XP_028533413.1
3	3	0.89	*	XP_012761765.2	*	XP_034423074.1	XP_028533414.1
3	3	0.838	*	XP_012761763.2	*	XP_034423072.1	XP_028533416.1
3	3	0.936	*	XP_019970736.1	*	XP_034423070.1	XP_028533419.1
3	3	0.586	*	XP_012761794.2	*	XP_034423103.1	XP_028533386.1
3	3	0.955	*	XP_012761756.2	*	XP_034423065.1	XP_028533424.1
3	3	0.847	*	XP_012761755.2	*	XP_034423064.1	XP_028533425.1
3	3	0.856	*	XP_012761754.2	*	XP_034423063.1	XP_028533426.1
3	3	0.865	*	XP_012761751.2	*	XP_034423060.1	XP_028533429.1
3	3	0.941	*	XP_012761750.2	*	XP_034423059.1	XP_028533430.1
3	3	0.927	*	XP_012761749.1	*	XP_034423058.1	XP_028533431.1
3	3	0.911	*	XP_019970735.1	*	XP_034423054.1	XP_028533435.1
3	3	0.7	*	XP_012761742.2	*	XP_034423051.1	XP_028533438.1
3	3	0.914	*	XP_012761740.1	*	XP_034423049.1	XP_028533440.1
3	3	0.904	*	XP_012761738.1	*	XP_034423047.1	XP_028533442.1
3	3	0.921	*	XP_012761737.2	*	XP_034423046.1	XP_028533443.1
3	3	0.833	*	XP_012761735.1	*	XP_034423044.1	XP_028533445.1
3	3	0.965	*	XP_012761733.1	*	XP_034423042.1	XP_028533447.1
3	3	0.748	*	XP_012761729.1	*	XP_034423039.1	XP_028533451.1
3	3	0.969	*	XP_012761819.2	*	XP_034423128.1	XP_028533357.1
3	3	0.931	*	XP_012765445.2	*	XP_034423193.1	XP_028534525.1
3	3	0.834	*	XP_012765444.2	*	XP_034423192.1	XP_028534526.1
3	3	0.94	*	XP_019969983.1	*	XP_034423185.1	XP_028534533.1
3	3	0.839	*	XP_019969982.1	*	XP_034423184.1	XP_028534534.1
3	3	0.774	*	XP_019969978.1	*	XP_034423176.1	XP_028534542.1
3	3	0.807	*	XP_012765783.2	*	XP_034423173.1	XP_028534545.1
3	3	0.856	*	XP_012765784.2	*	XP_034423172.1	XP_028534546.1
3	3	0.785	*	XP_012765785.2	*	XP_034423171.1	XP_028534547.1
3	3	0.9	*	XP_012765788.2	*	XP_034423168.1	XP_028534550.1
3	3	0.844	*	XP_019970042.1	*	XP_034423164.1	XP_028534554.1
3	3	0.964	*	XP_012765793.2	*	XP_034423163.1	XP_028534555.1
3	3	0.634	*	XP_019970043.1	*	XP_034423161.1	XP_028534557.1
3	3	0.94	*	XP_012765797.2	*	XP_034423159.1	XP_028534559.1
3	3	0.882	*	XP_012761824.2	*	XP_034423133.1	XP_028533352.1
3	3	0.941	*	XP_012761820.2	*	XP_034423129.1	XP_028533356.1
3	3	0.84	*	XP_012761728.1	*	XP_034423038.1	XP_028533452.1
3	3	0.967	*	XP_012761817.2	*	XP_034423125.1	XP_028533360.1
3	3	0.9	*	XP_019970757.1	*	XP_034423124.1	XP_028533363.1
3	3	0.61	*	XP_019970756.1	*	XP_034423123.1	XP_028533364.1
3	3	0.774	*	XP_012761814.2	*	XP_034423122.1	XP_028533365.1
3	3	0.783	*	XP_019970754.1	*	XP_034423121.1	XP_028533366.1
3	3	0.904	*	XP_012761812.2	*	XP_034423120.1	XP_028533367.1
3	3	0.908	*	XP_019970752.1	*	XP_034423117.1	XP_028533371.1
3	3	0.795	*	XP_012761808.2	*	XP_034423116.1	XP_028533372.1
3	3	0.872	*	XP_019970751.1	*	XP_034423115.1	XP_028533373.1
3	3	0.729	*	XP_012761805.2	*	XP_034423113.1	XP_028533375.1
3	3	0.959	*	XP_012761804.2	*	XP_034423112.1	XP_028533376.1
3	3	0.913	*	XP_012761801.1	*	XP_034423110.1	XP_028533379.1
3	3	0.955	*	XP_019969819.1	*	XP_034423109.1	XP_028533380.1
3	3	0.949	*	XP_012761799.2	*	XP_034423108.1	XP_028533381.1
3	3	0.849	*	XP_012762434.2	*	XP_034422941.1	XP_028531498.1
3	3	0.815	*	XP_012761966.2	*	XP_034422974.1	XP_028533985.1
3	3	0.971	*	XP_012761965.1	*	XP_034422973.1	XP_028533986.1
3	3	0.796	*	XP_012761964.2	*	XP_034422972.1	XP_028533987.1
3	3	0.665	*	XP_012761963.2	*	XP_034422971.1	XP_028533988.1
3	3	0.945	*	XP_012762411.1	*	XP_034422964.1	XP_028531522.1
3	3	0.83	*	XP_012762412.2	*	XP_034422963.1	XP_028531521.1
3	3	0.923	*	XP_012762413.2	*	XP_034422962.1	XP_028531520.1
3	3	0.933	*	XP_019970537.1	*	XP_034422956.1	XP_028531514.1
3	3	0.936	*	XP_012762420.2	*	XP_034422955.1	XP_028531513.1
3	3	0.551	*	XP_019970541.1	*	XP_034422953.1	XP_028531511.1
3	3	0.951	*	XP_012762423.1	*	XP_034422951.1	XP_028531509.1
3	3	0.901	*	XP_012762424.2	*	XP_034422950.1	XP_028531508.1
3	3	0.868	*	XP_012762425.2	*	XP_034422949.1	XP_028531507.1
3	3	0.819	*	XP_019970542.1	*	XP_034422947.1	XP_028531505.1
3	3	0.896	*	XP_012762429.2	*	XP_034422945.1	XP_028531503.1
3	3	0.906	*	XP_012761967.1	*	XP_034422975.1	XP_028533984.1
3	3	0.918	*	XP_012762435.2	*	XP_034422940.1	XP_028531497.1
3	3	0.804	*	XP_019970544.1	*	XP_034422939.1	XP_028531496.1
3	3	0.959	*	XP_012762440.2	*	XP_034422935.1	XP_028531492.1
3	3	0.916	*	XP_012762442.2	*	XP_034422933.1	XP_028531490.1
3	3	0.886	*	XP_012762443.1	*	XP_034422932.1	XP_028531489.1
3	3	0.922	*	XP_012762444.2	*	XP_034422931.1	XP_028531488.1
3	3	0.957	*	XP_012762445.1	*	XP_034422930.1	XP_028531487.1
3	3	0.892	*	XP_012762446.2	*	XP_034422929.1	XP_028531486.1
3	3	0.887	*	XP_012762448.2	*	XP_034422928.1	XP_028531484.1
3	3	0.841	*	XP_012762451.2	*	XP_034422925.1	XP_028531481.1
3	3	0.927	*	XP_019970546.1	*	XP_034422923.1	XP_028531479.1
3	3	0.95	*	XP_012762455.1	*	XP_034422921.1	XP_028531477.1
3	3	0.896	*	XP_019970548.1	*	XP_034422919.1	XP_028531475.1
3	3	0.881	*	XP_012762458.2	*	XP_034422918.1	XP_028531474.1
3	3	0.912	*	XP_012761695.1	*	XP_034423007.1	XP_028533485.1
3	3	0.943	*	XP_012761727.1	*	XP_034423037.1	XP_028533453.1
3	3	0.913	*	XP_012761726.2	*	XP_034423036.1	XP_028533454.1
3	3	0.954	*	XP_012761724.2	*	XP_034423034.1	XP_028533456.1
3	3	0.938	*	XP_012761721.2	*	XP_034423032.1	XP_028533459.1
3	3	0.91	*	XP_012761720.2	*	XP_034423031.1	XP_028533460.1
3	3	0.792	*	XP_012761717.1	*	XP_034423029.1	XP_028533463.1
3	3	0.871	*	XP_012761715.2	*	XP_034423027.1	XP_028533465.1
3	3	0.921	*	XP_019970734.1	*	XP_034423026.1	XP_028533466.1
3	3	0.903	*	XP_012761710.1	*	XP_034423022.1	XP_028533470.1
3	3	0.971	*	XP_012761709.2	*	XP_034423021.1	XP_028533471.1
3	3	0.933	*	XP_012761706.2	*	XP_034423018.1	XP_028533474.1
3	3	0.865	*	XP_012761703.1	*	XP_034423015.1	XP_028533477.1
3	3	0.868	*	XP_012761701.2	*	XP_034423013.1	XP_028533479.1
3	3	0.947	*	XP_019970732.1	*	XP_034423009.1	XP_028533483.1
3	3	0.976	*	XP_012763070.1	*	XP_034422693.1	XP_028532589.1
3	3	0.923	*	XP_012761694.2	*	XP_034423006.1	XP_028533486.1
3	3	0.914	*	XP_012761685.2	*	XP_034422997.1	XP_028533496.1
3	3	0.918	*	XP_019969825.1	*	XP_034422996.1	XP_028533497.1
3	3	0.88	*	XP_012761679.2	*	XP_034422991.1	XP_028533502.1
3	3	0.936	*	XP_012761676.2	*	XP_034422988.1	XP_028533505.1
3	3	0.903	*	XP_012761673.2	*	XP_034422986.1	XP_028533508.1
3	3	0.871	*	XP_012761977.2	*	XP_034422985.1	XP_028533974.1
3	3	0.797	*	XP_019970681.1	*	XP_034422984.1	XP_028533975.1
3	3	0.855	*	XP_012761975.2	*	XP_034422983.1	XP_028533976.1
3	3	0.872	*	XP_012761974.1	*	XP_034422982.1	XP_028533977.1
3	3	0.873	*	XP_012761973.2	*	XP_034422981.1	XP_028533978.1
3	3	0.865	*	XP_019970680.1	*	XP_034422979.1	XP_028533980.1
3	3	0.883	*	XP_012761970.2	*	XP_034422978.1	XP_028533981.1
3	3	0.805	*	XP_019970678.1	*	XP_034422977.1	XP_028533982.1
3	3	0.861	*	XP_012761978.2	*	XP_034422363.1	XP_028533973.1
2	2	1	*	XP_019970685.1	*	XP_034422388.1	*
3	3	0.818	*	XP_019970686.1	*	XP_034422387.1	XP_028533948.1
